delivery_key,delivery_id,order_key,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status,order_date,quantity,order_value,order_status,warehouse_key,warehouse_id,warehouse_name,warehouse_country,warehouse_capacity,carrier_key,carrier_id,carrier_name,carrier_service_level,dq_flag_missing_transport_cost,dq_flag_invalid_delivery_date,delivery_variance_days
56170,D0056170,56170,O0056170,2025-04-17,2025-04-15,134.17,Delivered,2025-04-12,12,1054.92,Delivered,7,W07,Warehouse 07,Netherlands,10019,14,T14,Carrier 14,Premium,false,false,-2
56171,D0056171,56171,O0056171,2025-06-25,2025-06-22,79.68,Cancelled,2025-06-15,35,823.55,Cancelled,9,W09,Warehouse 09,Spain,10336,15,T15,Carrier 15,Express,false,false,-3
56172,D0056172,56172,O0056172,2025-02-12,2025-02-19,75.41,Delivered,2025-02-09,48,487.2,Delivered,12,W12,Warehouse 12,Netherlands,25674,15,T15,Carrier 15,Express,false,false,7
56173,D0056173,56173,O0056173,2025-03-02,2025-03-09,27.4,Delivered,2025-02-25,4,54.12,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,7
56174,D0056174,56174,O0056174,2025-05-13,2025-05-11,522.32,Delivered,2025-05-09,50,6007.5,Delivered,9,W09,Warehouse 09,Spain,10336,10,T10,Carrier 10,Express,false,false,-2
56175,D0056175,56175,O0056175,2025-09-18,2025-09-26,30.72,Delivered,2025-09-15,50,344.0,Delivered,9,W09,Warehouse 09,Spain,10336,10,T10,Carrier 10,Express,false,false,8
56176,D0056176,56176,O0056176,2025-09-06,2025-09-07,38.34,Delivered,2025-09-03,39,564.72,Delivered,4,W04,Warehouse 04,France,17137,1,T01,Carrier 01,Premium,false,false,1
56177,D0056177,56177,O0056177,2025-09-28,2025-10-03,64.71,Cancelled,2025-09-23,41,477.24,Cancelled,12,W12,Warehouse 12,Netherlands,25674,10,T10,Carrier 10,Express,false,false,5
56178,D0056178,56178,O0056178,2025-02-12,2025-02-16,20.58,Delivered,2025-02-02,7,64.05,Delivered,5,W05,Warehouse 05,Spain,25643,12,T12,Carrier 12,Premium,false,false,4
56179,D0056179,56179,O0056179,2025-01-20,2025-02-01,219.48,Cancelled,2025-01-17,30,2231.4,Cancelled,8,W08,Warehouse 08,Italy,18100,12,T12,Carrier 12,Premium,false,false,12
56180,D0056180,56180,O0056180,2025-04-21,2025-04-14,58.67,Delivered,2025-04-11,8,703.28,Delivered,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,-7
56181,D0056181,56181,O0056181,2025-05-09,2025-05-12,276.23,Delivered,2025-05-02,32,2118.4,Delivered,12,W12,Warehouse 12,Netherlands,25674,11,T11,Carrier 11,Standard,false,false,3
56182,D0056182,56182,O0056182,2025-07-16,2025-07-12,37.53,Cancelled,2025-07-07,4,107.64,Cancelled,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,-4
56183,D0056183,56183,O0056183,2025-08-11,2025-08-09,66.87,Delivered,2025-08-02,49,1055.46,Delivered,3,W03,Warehouse 03,Brazil,15843,8,T08,Carrier 08,Standard,false,false,-2
56184,D0056184,56184,O0056184,2025-03-16,2025-03-24,58.52,Delivered,2025-03-10,46,378.12,Delivered,9,W09,Warehouse 09,Spain,10336,9,T09,Carrier 09,Premium,false,false,8
56185,D0056185,56185,O0056185,2025-10-31,2025-10-30,106.69,Delivered,2025-10-27,38,737.96,Delivered,11,W11,Warehouse 11,Germany,5748,14,T14,Carrier 14,Premium,false,false,-1
56186,D0056186,56186,O0056186,2025-10-06,2025-10-06,67.85,Delivered,2025-09-30,47,739.78,Delivered,3,W03,Warehouse 03,Brazil,15843,7,T07,Carrier 07,Standard,false,false,0
56187,D0056187,56187,O0056187,2025-04-27,2025-05-09,56.14,In Transit,2025-04-24,21,386.61,In Transit,11,W11,Warehouse 11,Germany,5748,13,T13,Carrier 13,Standard,false,false,12
56188,D0056188,56188,O0056188,2025-08-28,2025-08-30,106.89,Delivered,2025-08-24,47,891.59,Delivered,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,2
56189,D0056189,56189,O0056189,2025-04-30,2025-04-27,97.75,Delivered,2025-04-20,26,767.26,Delivered,12,W12,Warehouse 12,Netherlands,25674,10,T10,Carrier 10,Express,false,false,-3
56190,D0056190,56190,O0056190,2025-02-02,2025-02-07,133.36,In Transit,2025-01-23,48,1081.44,In Transit,3,W03,Warehouse 03,Brazil,15843,9,T09,Carrier 09,Premium,false,false,5
56191,D0056191,56191,O0056191,2025-10-02,2025-10-10,68.73,Delivered,2025-09-26,48,420.96,Delivered,11,W11,Warehouse 11,Germany,5748,14,T14,Carrier 14,Premium,false,false,8
56192,D0056192,56192,O0056192,2025-02-05,2025-02-08,155.95,Delivered,2025-02-01,35,1388.8,Delivered,2,W02,Warehouse 02,Spain,27715,5,T05,Carrier 05,Express,false,false,3
56193,D0056193,56193,O0056193,2025-03-25,2025-03-24,70.57,Delivered,2025-03-22,46,492.2,Delivered,4,W04,Warehouse 04,France,17137,3,T03,Carrier 03,Standard,false,false,-1
56194,D0056194,56194,O0056194,2025-04-25,2025-04-27,120.08,Delivered,2025-04-21,22,1813.9,Delivered,11,W11,Warehouse 11,Germany,5748,11,T11,Carrier 11,Standard,false,false,2
56195,D0056195,56195,O0056195,2025-11-30,2025-12-06,68.78,Delivered,2025-11-24,35,914.9,Delivered,8,W08,Warehouse 08,Italy,18100,6,T06,Carrier 06,Standard,false,false,6
56196,D0056196,56196,O0056196,2025-08-05,2025-08-09,43.78,Delivered,2025-08-02,14,160.72,Delivered,1,W01,Warehouse 01,Germany,20207,5,T05,Carrier 05,Express,false,false,4
56197,D0056197,56197,O0056197,2025-10-20,2025-10-20,80.61,In Transit,2025-10-16,14,815.92,In Transit,10,W10,Warehouse 10,Germany,24023,14,T14,Carrier 14,Premium,false,false,0
56198,D0056198,56198,O0056198,2025-12-06,2025-12-11,88.01,Delivered,2025-11-28,36,946.44,Delivered,9,W09,Warehouse 09,Spain,10336,8,T08,Carrier 08,Standard,false,false,5
56199,D0056199,56199,O0056199,2025-12-01,2025-12-02,37.12,Delivered,2025-11-22,12,475.32,Delivered,10,W10,Warehouse 10,Germany,24023,2,T02,Carrier 02,Premium,false,false,1
56200,D0056200,56200,O0056200,2025-08-17,2025-08-15,21.48,Delivered,2025-08-11,2,22.68,Delivered,9,W09,Warehouse 09,Spain,10336,13,T13,Carrier 13,Standard,false,false,-2
56201,D0056201,56201,O0056201,2025-05-19,2025-05-19,131.43,Delivered,2025-05-10,22,1230.68,Delivered,3,W03,Warehouse 03,Brazil,15843,2,T02,Carrier 02,Premium,false,false,0
56202,D0056202,56202,O0056202,2025-06-04,2025-05-29,63.71,In Transit,2025-05-28,24,334.8,In Transit,5,W05,Warehouse 05,Spain,25643,5,T05,Carrier 05,Express,false,false,-6
56203,D0056203,56203,O0056203,2025-03-09,2025-03-13,75.5,Delivered,2025-03-02,48,484.8,Delivered,12,W12,Warehouse 12,Netherlands,25674,5,T05,Carrier 05,Express,false,false,4
56204,D0056204,56204,O0056204,2025-08-12,2025-08-07,32.32,Delivered,2025-08-03,21,175.14,Delivered,12,W12,Warehouse 12,Netherlands,25674,9,T09,Carrier 09,Premium,false,false,-5
56205,D0056205,56205,O0056205,2025-08-10,2025-08-10,33.7,Delivered,2025-08-02,11,97.9,Delivered,6,W06,Warehouse 06,Italy,23070,10,T10,Carrier 10,Express,false,false,0
56206,D0056206,56206,O0056206,2025-12-28,2025-12-30,96.86,Delivered,2025-12-21,43,1051.78,Delivered,6,W06,Warehouse 06,Italy,23070,2,T02,Carrier 02,Premium,false,false,2
56207,D0056207,56207,O0056207,2025-03-18,2025-03-24,86.33,Delivered,2025-03-11,50,691.0,Delivered,12,W12,Warehouse 12,Netherlands,25674,1,T01,Carrier 01,Premium,false,false,6
56208,D0056208,56208,O0056208,2025-10-08,2025-10-11,42.07,In Transit,2025-10-04,11,182.05,In Transit,1,W01,Warehouse 01,Germany,20207,2,T02,Carrier 02,Premium,false,false,3
56209,D0056209,56209,O0056209,2025-04-12,2025-04-11,41.19,Delivered,2025-04-08,5,260.75,Delivered,3,W03,Warehouse 03,Brazil,15843,14,T14,Carrier 14,Premium,false,false,-1
56210,D0056210,56210,O0056210,2025-02-02,2025-02-04,98.19,In Transit,2025-01-29,46,1134.82,In Transit,11,W11,Warehouse 11,Germany,5748,6,T06,Carrier 06,Standard,false,false,2
56211,D0056211,56211,O0056211,2025-06-01,2025-06-07,21.92,Delivered,2025-05-27,2,76.22,Delivered,9,W09,Warehouse 09,Spain,10336,8,T08,Carrier 08,Standard,false,false,6
56212,D0056212,56212,O0056212,2025-12-25,2025-12-28,39.85,Cancelled,2025-12-18,11,96.03,Cancelled,8,W08,Warehouse 08,Italy,18100,4,T04,Carrier 04,Express,false,false,3
56213,D0056213,56213,O0056213,2025-06-27,2025-07-01,68.63,In Transit,2025-06-18,19,553.85,In Transit,7,W07,Warehouse 07,Netherlands,10019,5,T05,Carrier 05,Express,false,false,4
56214,D0056214,56214,O0056214,2025-03-13,2025-03-16,164.06,In Transit,2025-03-09,43,1290.43,In Transit,11,W11,Warehouse 11,Germany,5748,10,T10,Carrier 10,Express,false,false,3
56215,D0056215,56215,O0056215,2025-05-07,2025-05-07,120.67,Delivered,2025-04-28,50,1120.5,Delivered,4,W04,Warehouse 04,France,17137,10,T10,Carrier 10,Express,false,false,0
56216,D0056216,56216,O0056216,2025-09-15,2025-09-16,29.24,Delivered,2025-09-11,3,77.88,Delivered,10,W10,Warehouse 10,Germany,24023,11,T11,Carrier 11,Standard,false,false,1
56217,D0056217,56217,O0056217,2025-04-24,2025-04-26,91.28,Cancelled,2025-04-14,18,1079.64,Cancelled,4,W04,Warehouse 04,France,17137,1,T01,Carrier 01,Premium,false,false,2
56218,D0056218,56218,O0056218,2025-03-30,2025-03-27,38.02,Delivered,2025-03-26,20,139.0,Delivered,9,W09,Warehouse 09,Spain,10336,8,T08,Carrier 08,Standard,false,false,-3
56219,D0056219,56219,O0056219,2025-04-04,2025-04-02,48.29,Delivered,2025-04-01,38,554.04,Delivered,1,W01,Warehouse 01,Germany,20207,11,T11,Carrier 11,Standard,false,false,-2
56220,D0056220,56220,O0056220,2025-02-08,2025-02-11,187.53,Delivered,2025-01-30,41,2717.89,Delivered,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,3
56221,D0056221,56221,O0056221,2025-09-13,2025-09-23,59.31,Delivered,2025-09-09,30,752.4,Delivered,7,W07,Warehouse 07,Netherlands,10019,14,T14,Carrier 14,Premium,false,false,10
56222,D0056222,56222,O0056222,2025-05-07,2025-05-04,57.7,Delivered,2025-04-28,21,867.09,Delivered,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,-3
56223,D0056223,56223,O0056223,2025-04-30,2025-05-05,81.56,Delivered,2025-04-22,15,1057.5,Delivered,3,W03,Warehouse 03,Brazil,15843,8,T08,Carrier 08,Standard,false,false,5
56224,D0056224,56224,O0056224,2025-05-06,2025-05-05,79.64,Delivered,2025-04-30,33,1548.69,Delivered,3,W03,Warehouse 03,Brazil,15843,10,T10,Carrier 10,Express,false,false,-1
56225,D0056225,56225,O0056225,2025-09-18,2025-09-19,38.18,Delivered,2025-09-11,37,612.35,Delivered,10,W10,Warehouse 10,Germany,24023,14,T14,Carrier 14,Premium,false,false,1
56226,D0056226,56226,O0056226,2025-11-21,2025-11-24,,Delivered,2025-11-16,5,95.85,Delivered,3,W03,Warehouse 03,Brazil,15843,9,T09,Carrier 09,Premium,true,false,3
56227,D0056227,56227,O0056227,2025-10-06,2025-10-14,282.29,Cancelled,2025-09-29,30,2305.2,Cancelled,2,W02,Warehouse 02,Spain,27715,10,T10,Carrier 10,Express,false,false,8
56228,D0056228,56228,O0056228,2025-08-01,2025-08-05,60.18,Delivered,2025-07-27,34,1085.96,Delivered,9,W09,Warehouse 09,Spain,10336,1,T01,Carrier 01,Premium,false,false,4
56229,D0056229,56229,O0056229,2025-09-23,2025-09-20,41.29,Delivered,2025-09-18,3,230.52,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,-3
56230,D0056230,56230,O0056230,2025-04-03,2025-04-06,57.03,Delivered,2025-03-24,22,546.48,Delivered,9,W09,Warehouse 09,Spain,10336,15,T15,Carrier 15,Express,false,false,3
56231,D0056231,56231,O0056231,2025-12-03,2025-12-06,301.95,Delivered,2025-11-30,38,2515.6,Delivered,6,W06,Warehouse 06,Italy,23070,2,T02,Carrier 02,Premium,false,false,3
56232,D0056232,56232,O0056232,2025-08-15,2025-08-22,45.6,Delivered,2025-08-12,15,370.8,Delivered,8,W08,Warehouse 08,Italy,18100,9,T09,Carrier 09,Premium,false,false,7
56233,D0056233,56233,O0056233,2025-12-19,2025-12-28,31.04,Delivered,2025-12-15,1,23.32,Delivered,9,W09,Warehouse 09,Spain,10336,5,T05,Carrier 05,Express,false,false,9
56234,D0056234,56234,O0056234,2025-04-13,2025-04-15,66.14,Delivered,2025-04-08,30,900.3,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,2
56235,D0056235,56235,O0056235,2025-02-26,2025-03-01,48.8,Delivered,2025-02-23,29,607.26,Delivered,2,W02,Warehouse 02,Spain,27715,15,T15,Carrier 15,Express,false,false,3
56236,D0056236,56236,O0056236,2025-09-23,2025-10-03,41.92,Delivered,2025-09-18,18,273.06,Delivered,10,W10,Warehouse 10,Germany,24023,1,T01,Carrier 01,Premium,false,false,10
56237,D0056237,56237,O0056237,2025-05-05,2025-05-13,21.64,In Transit,2025-04-28,5,80.2,In Transit,3,W03,Warehouse 03,Brazil,15843,13,T13,Carrier 13,Standard,false,false,8
56238,D0056238,56238,O0056238,2025-03-23,2025-04-01,56.93,In Transit,2025-03-17,35,1180.2,In Transit,8,W08,Warehouse 08,Italy,18100,10,T10,Carrier 10,Express,false,false,9
56239,D0056239,56239,O0056239,2025-10-21,2025-10-28,64.54,Delivered,2025-10-15,10,398.0,Delivered,10,W10,Warehouse 10,Germany,24023,9,T09,Carrier 09,Premium,false,false,7
56240,D0056240,56240,O0056240,2025-07-23,2025-07-27,115.11,Delivered,2025-07-14,22,816.64,Delivered,7,W07,Warehouse 07,Netherlands,10019,4,T04,Carrier 04,Express,false,false,4
56241,D0056241,56241,O0056241,2025-10-19,2025-10-21,61.29,In Transit,2025-10-13,25,610.25,In Transit,11,W11,Warehouse 11,Germany,5748,7,T07,Carrier 07,Standard,false,false,2
56242,D0056242,56242,O0056242,2025-04-06,2025-04-09,82.43,Delivered,2025-03-30,18,931.14,Delivered,5,W05,Warehouse 05,Spain,25643,4,T04,Carrier 04,Express,false,false,3
56243,D0056243,56243,O0056243,2025-02-04,2025-01-28,24.92,Delivered,2025-01-26,4,117.12,Delivered,1,W01,Warehouse 01,Germany,20207,9,T09,Carrier 09,Premium,false,false,-7
56244,D0056244,56244,O0056244,2025-06-05,2025-06-04,73.72,Delivered,2025-05-30,14,502.6,Delivered,8,W08,Warehouse 08,Italy,18100,1,T01,Carrier 01,Premium,false,false,-1
56245,D0056245,56245,O0056245,2025-12-25,2025-12-27,94.82,Delivered,2025-12-18,12,666.12,Delivered,5,W05,Warehouse 05,Spain,25643,13,T13,Carrier 13,Standard,false,false,2
56246,D0056246,56246,O0056246,2025-08-09,2025-08-09,52.6,Delivered,2025-08-02,20,238.6,Delivered,12,W12,Warehouse 12,Netherlands,25674,6,T06,Carrier 06,Standard,false,false,0
56247,D0056247,56247,O0056247,2025-11-12,2025-11-16,67.61,In Transit,2025-11-09,16,682.56,In Transit,12,W12,Warehouse 12,Netherlands,25674,6,T06,Carrier 06,Standard,false,false,4
56248,D0056248,56248,O0056248,2025-11-12,2025-11-14,52.45,Delivered,2025-11-04,42,643.44,Delivered,8,W08,Warehouse 08,Italy,18100,15,T15,Carrier 15,Express,false,false,2
56249,D0056249,56249,O0056249,2025-12-03,2025-11-27,90.69,Delivered,2025-11-25,12,497.88,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,-6
56250,D0056250,56250,O0056250,2025-06-26,2025-06-28,36.14,In Transit,2025-06-17,26,451.62,In Transit,8,W08,Warehouse 08,Italy,18100,11,T11,Carrier 11,Standard,false,false,2
56251,D0056251,56251,O0056251,2025-03-21,2025-03-29,105.68,Delivered,2025-03-16,31,871.1,Delivered,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,8
56252,D0056252,56252,O0056252,2025-11-29,2025-12-08,36.06,Delivered,2025-11-25,2,38.34,Delivered,10,W10,Warehouse 10,Germany,24023,2,T02,Carrier 02,Premium,false,false,9
56253,D0056253,56253,O0056253,2025-07-11,2025-07-07,54.95,Delivered,2025-07-02,23,539.35,Delivered,3,W03,Warehouse 03,Brazil,15843,10,T10,Carrier 10,Express,false,false,-4
56254,D0056254,56254,O0056254,2025-05-02,2025-05-12,218.38,Delivered,2025-04-27,42,3577.14,Delivered,4,W04,Warehouse 04,France,17137,2,T02,Carrier 02,Premium,false,false,10
56255,D0056255,56255,O0056255,2025-06-18,2025-06-17,57.27,Delivered,2025-06-10,41,482.57,Delivered,12,W12,Warehouse 12,Netherlands,25674,6,T06,Carrier 06,Standard,false,false,-1
56256,D0056256,56256,O0056256,2025-10-19,2025-10-24,35.81,Delivered,2025-10-13,22,73.48,Delivered,11,W11,Warehouse 11,Germany,5748,11,T11,Carrier 11,Standard,false,false,5
56257,D0056257,56257,O0056257,2025-05-15,2025-05-20,133.2,Delivered,2025-05-12,26,1443.26,Delivered,12,W12,Warehouse 12,Netherlands,25674,13,T13,Carrier 13,Standard,false,false,5
56258,D0056258,56258,O0056258,2025-11-03,2025-11-15,26.4,In Transit,2025-10-31,1,22.41,In Transit,11,W11,Warehouse 11,Germany,5748,13,T13,Carrier 13,Standard,false,false,12
56259,D0056259,56259,O0056259,2025-04-01,2025-03-29,126.43,Cancelled,2025-03-24,32,830.72,Cancelled,1,W01,Warehouse 01,Germany,20207,5,T05,Carrier 05,Express,false,false,-3
56260,D0056260,56260,O0056260,2025-05-06,2025-05-11,56.68,Delivered,2025-04-26,13,379.47,Delivered,10,W10,Warehouse 10,Germany,24023,13,T13,Carrier 13,Standard,false,false,5
56261,D0056261,56261,O0056261,2025-02-24,2025-02-24,24.82,Cancelled,2025-02-20,3,32.04,Cancelled,7,W07,Warehouse 07,Netherlands,10019,3,T03,Carrier 03,Standard,false,false,0
56262,D0056262,56262,O0056262,2025-11-22,2025-11-18,108.6,Delivered,2025-11-14,23,1299.5,Delivered,5,W05,Warehouse 05,Spain,25643,9,T09,Carrier 09,Premium,false,false,-4
56263,D0056263,56263,O0056263,2025-11-18,2025-11-22,50.11,Delivered,2025-11-14,4,234.92,Delivered,11,W11,Warehouse 11,Germany,5748,13,T13,Carrier 13,Standard,false,false,4
56264,D0056264,56264,O0056264,2025-03-23,2025-03-31,39.93,Delivered,2025-03-17,15,148.35,Delivered,7,W07,Warehouse 07,Netherlands,10019,15,T15,Carrier 15,Express,false,false,8
56265,D0056265,56265,O0056265,2025-07-21,2025-07-25,91.41,Delivered,2025-07-13,12,1670.76,Delivered,4,W04,Warehouse 04,France,17137,15,T15,Carrier 15,Express,false,false,4
56266,D0056266,56266,O0056266,2025-10-24,2025-10-29,57.93,Delivered,2025-10-16,6,271.32,Delivered,3,W03,Warehouse 03,Brazil,15843,8,T08,Carrier 08,Standard,false,false,5
56267,D0056267,56267,O0056267,2025-08-15,2025-08-22,25.41,Delivered,2025-08-08,3,27.69,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,7
56268,D0056268,56268,O0056268,2025-08-31,2025-08-31,133.95,Delivered,2025-08-24,14,1587.18,Delivered,1,W01,Warehouse 01,Germany,20207,11,T11,Carrier 11,Standard,false,false,0
56269,D0056269,56269,O0056269,2025-04-15,2025-04-11,118.93,Delivered,2025-04-06,35,1416.45,Delivered,4,W04,Warehouse 04,France,17137,12,T12,Carrier 12,Premium,false,false,-4
56270,D0056270,56270,O0056270,2025-01-20,2025-01-22,102.02,Delivered,2025-01-11,24,1007.52,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,2
56271,D0056271,56271,O0056271,2025-12-15,2025-12-18,33.84,Delivered,2025-12-08,1,41.45,Delivered,11,W11,Warehouse 11,Germany,5748,8,T08,Carrier 08,Standard,false,false,3
56272,D0056272,56272,O0056272,2025-12-04,2025-12-04,30.22,Cancelled,2025-11-30,7,137.2,Cancelled,11,W11,Warehouse 11,Germany,5748,6,T06,Carrier 06,Standard,false,false,0
56273,D0056273,56273,O0056273,2025-12-18,2025-12-20,128.54,In Transit,2025-12-08,34,1097.52,In Transit,11,W11,Warehouse 11,Germany,5748,6,T06,Carrier 06,Standard,false,false,2
56274,D0056274,56274,O0056274,2025-01-24,2025-01-29,35.07,Delivered,2025-01-16,6,122.52,Delivered,2,W02,Warehouse 02,Spain,27715,4,T04,Carrier 04,Express,false,false,5
56275,D0056275,56275,O0056275,2025-09-11,2025-09-16,40.36,Delivered,2025-09-03,13,257.53,Delivered,4,W04,Warehouse 04,France,17137,14,T14,Carrier 14,Premium,false,false,5
56276,D0056276,56276,O0056276,2025-04-05,2025-04-06,28.36,In Transit,2025-04-02,11,185.02,In Transit,7,W07,Warehouse 07,Netherlands,10019,9,T09,Carrier 09,Premium,false,false,1
56277,D0056277,56277,O0056277,2025-05-02,2025-05-08,41.89,Delivered,2025-04-28,33,489.39,Delivered,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,6
56278,D0056278,56278,O0056278,2025-06-07,2025-06-08,63.21,Delivered,2025-05-31,12,359.88,Delivered,12,W12,Warehouse 12,Netherlands,25674,14,T14,Carrier 14,Premium,false,false,1
56279,D0056279,56279,O0056279,2025-04-03,2025-03-29,179.22,Delivered,2025-03-26,41,2223.43,Delivered,1,W01,Warehouse 01,Germany,20207,3,T03,Carrier 03,Standard,false,false,-5
56280,D0056280,56280,O0056280,2025-08-10,2025-08-19,28.45,Delivered,2025-08-06,2,30.7,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,9
56281,D0056281,56281,O0056281,2025-08-10,2025-08-20,52.7,Cancelled,2025-08-06,11,407.22,Cancelled,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,10
56282,D0056282,56282,O0056282,2025-12-09,2025-12-19,106.08,Delivered,2025-12-05,44,625.24,Delivered,7,W07,Warehouse 07,Netherlands,10019,8,T08,Carrier 08,Standard,false,false,10
56283,D0056283,56283,O0056283,2025-11-05,2025-11-15,223.39,Delivered,2025-11-01,36,2354.04,Delivered,11,W11,Warehouse 11,Germany,5748,12,T12,Carrier 12,Premium,false,false,10
56284,D0056284,56284,O0056284,2025-09-21,2025-09-29,102.05,Delivered,2025-09-14,49,2703.82,Delivered,10,W10,Warehouse 10,Germany,24023,10,T10,Carrier 10,Express,false,false,8
56285,D0056285,56285,O0056285,2025-12-29,2025-12-31,93.1,In Transit,2025-12-19,11,923.89,In Transit,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,2
56286,D0056286,56286,O0056286,2025-06-15,2025-06-14,35.46,In Transit,2025-06-06,6,375.36,In Transit,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,-1
56287,D0056287,56287,O0056287,2025-01-30,2025-01-27,44.71,Delivered,2025-01-25,13,259.22,Delivered,10,W10,Warehouse 10,Germany,24023,7,T07,Carrier 07,Standard,false,false,-3
56288,D0056288,56288,O0056288,2025-11-24,2025-12-02,47.78,Delivered,2025-11-17,37,472.12,Delivered,7,W07,Warehouse 07,Netherlands,10019,4,T04,Carrier 04,Express,false,false,8
56289,D0056289,56289,O0056289,2025-05-09,2025-05-06,91.75,Delivered,2025-05-02,50,1517.5,Delivered,8,W08,Warehouse 08,Italy,18100,10,T10,Carrier 10,Express,false,false,-3
56290,D0056290,56290,O0056290,2025-06-17,2025-06-21,34.88,Delivered,2025-06-12,1,12.92,Delivered,1,W01,Warehouse 01,Germany,20207,10,T10,Carrier 10,Express,false,false,4
56291,D0056291,56291,O0056291,2025-06-01,2025-05-31,288.93,Delivered,2025-05-23,47,4770.5,Delivered,2,W02,Warehouse 02,Spain,27715,8,T08,Carrier 08,Standard,false,false,-1
56292,D0056292,56292,O0056292,2025-12-06,2025-12-03,40.33,Delivered,2025-11-29,10,138.2,Delivered,3,W03,Warehouse 03,Brazil,15843,9,T09,Carrier 09,Premium,false,false,-3
56293,D0056293,56293,O0056293,2025-05-24,2025-05-30,75.88,Delivered,2025-05-15,22,755.04,Delivered,5,W05,Warehouse 05,Spain,25643,1,T01,Carrier 01,Premium,false,false,6
56294,D0056294,56294,O0056294,2025-09-14,2025-09-15,37.77,Delivered,2025-09-07,49,476.28,Delivered,1,W01,Warehouse 01,Germany,20207,7,T07,Carrier 07,Standard,false,false,1
56295,D0056295,56295,O0056295,2025-09-10,2025-09-02,27.66,Delivered,2025-09-01,16,204.64,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,-8
56296,D0056296,56296,O0056296,2025-07-28,2025-08-04,43.54,Delivered,2025-07-22,12,175.92,Delivered,2,W02,Warehouse 02,Spain,27715,4,T04,Carrier 04,Express,false,false,7
56297,D0056297,56297,O0056297,2025-07-25,2025-07-27,479.21,Delivered,2025-07-19,47,3875.15,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,2
56298,D0056298,56298,O0056298,2025-01-30,2025-02-02,57.34,Delivered,2025-01-27,32,758.72,Delivered,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,3
56299,D0056299,56299,O0056299,2025-11-29,2025-12-05,51.68,Delivered,2025-11-22,20,175.4,Delivered,5,W05,Warehouse 05,Spain,25643,1,T01,Carrier 01,Premium,false,false,6
56300,D0056300,56300,O0056300,2025-05-05,2025-05-17,100.82,Delivered,2025-05-02,25,631.75,Delivered,9,W09,Warehouse 09,Spain,10336,3,T03,Carrier 03,Standard,false,false,12
56301,D0056301,56301,O0056301,2025-03-27,2025-03-28,62.92,Delivered,2025-03-23,32,789.44,Delivered,5,W05,Warehouse 05,Spain,25643,4,T04,Carrier 04,Express,false,false,1
56302,D0056302,56302,O0056302,2025-03-31,2025-03-27,194.9,In Transit,2025-03-22,32,3780.48,In Transit,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,-4
56303,D0056303,56303,O0056303,2025-06-02,2025-05-27,97.17,Delivered,2025-05-26,29,664.97,Delivered,3,W03,Warehouse 03,Brazil,15843,7,T07,Carrier 07,Standard,false,false,-6
56304,D0056304,56304,O0056304,2025-08-19,2025-08-24,142.93,In Transit,2025-08-16,43,1071.56,In Transit,5,W05,Warehouse 05,Spain,25643,9,T09,Carrier 09,Premium,false,false,5
56305,D0056305,56305,O0056305,2025-07-24,2025-07-31,22.08,Delivered,2025-07-17,8,90.16,Delivered,9,W09,Warehouse 09,Spain,10336,11,T11,Carrier 11,Standard,false,false,7
56306,D0056306,56306,O0056306,2025-11-05,2025-11-09,55.5,In Transit,2025-11-01,33,804.87,In Transit,8,W08,Warehouse 08,Italy,18100,2,T02,Carrier 02,Premium,false,false,4
56307,D0056307,56307,O0056307,2025-10-30,2025-11-01,37.58,Delivered,2025-10-26,9,165.69,Delivered,9,W09,Warehouse 09,Spain,10336,6,T06,Carrier 06,Standard,false,false,2
