customer_id,customer_name,country,segment
C02541,Customer 02541,Germany,Retail
C02542,Customer 02542,Netherlands,Retail
C02543,Customer 02543,Netherlands,Retail
C02544,Customer 02544,France,Retail
C02545,Customer 02545,Italy,Retail
C02546,Customer 02546,France,Industrial
C02547,Customer 02547,Italy,Retail
C02548,Customer 02548,Spain,Wholesale
C02549,Customer 02549,France,Retail
C02550,Customer 02550,Brazil,Industrial
C02551,Customer 02551,Spain,Retail
C02552,Customer 02552,Germany,Retail
C02553,Customer 02553,Germany,Wholesale
C02554,Customer 02554,Germany,Retail
C02555,Customer 02555,Netherlands,Wholesale
C02556,Customer 02556,Brazil,Retail
C02557,Customer 02557,Italy,Retail
C02558,Customer 02558,Netherlands,Retail
C02559,Customer 02559,Brazil,Wholesale
C02560,Customer 02560,Spain,Retail
C02561,Customer 02561,Spain,Retail
C02562,Customer 02562,France,Retail
C02563,Customer 02563,Italy,Retail
C02564,Customer 02564,France,Retail
C02565,Customer 02565,France,Industrial
C02566,Customer 02566,France,Retail
C02567,Customer 02567,Italy,Wholesale
C02568,Customer 02568,Spain,Retail
C02569,Customer 02569,France,Retail
C02570,Customer 02570,Netherlands,Retail
C02571,Customer 02571,Italy,Retail
C02572,Customer 02572,Netherlands,Retail
C02573,Customer 02573,Italy,Retail
C02574,Customer 02574,France,Retail
C02575,Customer 02575,Italy,Industrial
C02576,Customer 02576,Germany,Retail
C02577,Customer 02577,Germany,Retail
C02578,Customer 02578,France,Retail
C02579,Customer 02579,Netherlands,Retail
C02580,Customer 02580,Spain,Wholesale
C02581,Customer 02581,France,Retail
C02582,Customer 02582,France,Wholesale
C02583,Customer 02583,Germany,Retail
C02584,Customer 02584,Spain,Retail
C02585,Customer 02585,France,Industrial
C02586,Customer 02586,Spain,Retail
C02587,Customer 02587,France,Wholesale
C02588,Customer 02588,Germany,Retail
C02589,Customer 02589,Netherlands,Industrial
C02590,Customer 02590,France,Retail
C02591,Customer 02591,Brazil,Retail
C02592,Customer 02592,France,Wholesale
C02593,Customer 02593,Spain,Retail
C02594,Customer 02594,Brazil,Retail
C02595,Customer 02595,Germany,Industrial
C02596,Customer 02596,Brazil,Wholesale
C02597,Customer 02597,Spain,Wholesale
C02598,Customer 02598,Italy,Wholesale
C02599,Customer 02599,Netherlands,Wholesale
C02600,Customer 02600,France,Industrial
C02601,Customer 02601,Netherlands,Wholesale
C02602,Customer 02602,Germany,Retail
C02603,Customer 02603,Italy,Retail
C02604,Customer 02604,Spain,Wholesale
C02605,Customer 02605,Italy,Wholesale
C02606,Customer 02606,Italy,Retail
C02607,Customer 02607,Spain,Retail
C02608,Customer 02608,Germany,Retail
C02609,Customer 02609,Spain,Retail
C02610,Customer 02610,Italy,Wholesale
C02611,Customer 02611,Netherlands,Retail
C02612,Customer 02612,Netherlands,Wholesale
C02613,Customer 02613,Germany,Wholesale
C02614,Customer 02614,Spain,Industrial
C02615,Customer 02615,Brazil,Retail
C02616,Customer 02616,Italy,Industrial
C02617,Customer 02617,Netherlands,Wholesale
C02618,Customer 02618,Brazil,Wholesale
C02619,Customer 02619,Spain,Retail
C02620,Customer 02620,Netherlands,Retail
C02621,Customer 02621,Netherlands,Wholesale
C02622,Customer 02622,France,Retail
C02623,Customer 02623,Brazil,Retail
C02624,Customer 02624,Netherlands,Wholesale
C02625,Customer 02625,Netherlands,Wholesale
C02626,Customer 02626,Spain,Retail
C02627,Customer 02627,Netherlands,Retail
C02628,Customer 02628,Brazil,Retail
C02629,Customer 02629,Spain,Industrial
C02630,Customer 02630,Brazil,Industrial
C02631,Customer 02631,Netherlands,Retail
C02632,Customer 02632,Italy,Retail
C02633,Customer 02633,Netherlands,Retail
C02634,Customer 02634,Spain,Retail
C02635,Customer 02635,Brazil,Industrial
C02636,Customer 02636,Brazil,Retail
C02637,Customer 02637,France,Retail
C02638,Customer 02638,Italy,Retail
C02639,Customer 02639,Brazil,Retail
C02640,Customer 02640,Netherlands,Wholesale
C02641,Customer 02641,Germany,Wholesale
C02642,Customer 02642,France,Wholesale
C02643,Customer 02643,Germany,Retail
C02644,Customer 02644,France,Industrial
C02645,Customer 02645,France,Retail
C02646,Customer 02646,Brazil,Wholesale
C02647,Customer 02647,Spain,Industrial
C02648,Customer 02648,Italy,Retail
C02649,Customer 02649,Netherlands,Industrial
C02650,Customer 02650,Germany,Retail
C02651,Customer 02651,Netherlands,Wholesale
C02652,Customer 02652,Netherlands,Retail
C02653,Customer 02653,Netherlands,Retail
C02654,Customer 02654,France,Retail
C02655,Customer 02655,Netherlands,Retail
C02656,Customer 02656,Spain,Retail
C02657,Customer 02657,Brazil,Retail
C02658,Customer 02658,Germany,Wholesale
C02659,Customer 02659,Italy,Retail
C02660,Customer 02660,Brazil,Retail
C02661,Customer 02661,France,Industrial
C02662,Customer 02662,Italy,Industrial
C02663,Customer 02663,Brazil,Retail
C02664,Customer 02664,France,Retail
C02665,Customer 02665,Germany,Wholesale
C02666,Customer 02666,Spain,Wholesale
C02667,Customer 02667,Germany,Retail
C02668,Customer 02668,Netherlands,Wholesale
C02669,Customer 02669,Brazil,Retail
C02670,Customer 02670,Netherlands,Retail
C02671,Customer 02671,Italy,Wholesale
C02672,Customer 02672,Netherlands,Wholesale
C02673,Customer 02673,Netherlands,Wholesale
C02674,Customer 02674,Germany,Retail
C02675,Customer 02675,Netherlands,Retail
C02676,Customer 02676,Spain,Retail
C02677,Customer 02677,Netherlands,Retail
C02678,Customer 02678,Netherlands,Retail
C02679,Customer 02679,Spain,Retail
C02680,Customer 02680,France,Retail
C02681,Customer 02681,Brazil,Wholesale
C02682,Customer 02682,Brazil,Retail
C02683,Customer 02683,France,Retail
C02684,Customer 02684,Italy,Wholesale
C02685,Customer 02685,Spain,Retail
C02686,Customer 02686,France,Industrial
C02687,Customer 02687,Germany,Retail
C02688,Customer 02688,Spain,Retail
C02689,Customer 02689,Spain,Industrial
C02690,Customer 02690,Netherlands,Wholesale
C02691,Customer 02691,Italy,Wholesale
C02692,Customer 02692,Spain,Wholesale
C02693,Customer 02693,Netherlands,Retail
C02694,Customer 02694,France,Wholesale
C02695,Customer 02695,Netherlands,Industrial
C02696,Customer 02696,France,Industrial
C02697,Customer 02697,Brazil,Retail
C02698,Customer 02698,France,Retail
C02699,Customer 02699,Brazil,Wholesale
C02700,Customer 02700,Brazil,Retail
C02701,Customer 02701,Netherlands,Retail
C02702,Customer 02702,Italy,Retail
C02703,Customer 02703,Germany,Retail
C02704,Customer 02704,Netherlands,Retail
C02705,Customer 02705,Brazil,Retail
C02706,Customer 02706,Germany,Retail
C02707,Customer 02707,Italy,Retail
C02708,Customer 02708,Germany,Industrial
C02709,Customer 02709,Italy,Retail
C02710,Customer 02710,Netherlands,Retail
C02711,Customer 02711,Brazil,Retail
C02712,Customer 02712,Brazil,Retail
C02713,Customer 02713,Netherlands,Industrial
C02714,Customer 02714,Spain,Industrial
C02715,Customer 02715,Spain,Retail
C02716,Customer 02716,France,Retail
C02717,Customer 02717,France,Retail
C02718,Customer 02718,Italy,Retail
C02719,Customer 02719,Spain,Retail
C02720,Customer 02720,Brazil,Retail
C02721,Customer 02721,Spain,Retail
C02722,Customer 02722,Italy,Wholesale
C02723,Customer 02723,Brazil,Retail
C02724,Customer 02724,France,Retail
C02725,Customer 02725,Italy,Retail
C02726,Customer 02726,Spain,Retail
C02727,Customer 02727,Brazil,Retail
C02728,Customer 02728,Brazil,Retail
C02729,Customer 02729,Spain,Retail
C02730,Customer 02730,France,Retail
C02731,Customer 02731,Netherlands,Wholesale
C02732,Customer 02732,Spain,Industrial
C02733,Customer 02733,Netherlands,Retail
C02734,Customer 02734,Germany,Retail
C02735,Customer 02735,France,Wholesale
C02736,Customer 02736,Brazil,Wholesale
C02737,Customer 02737,Spain,Retail
C02738,Customer 02738,Germany,Retail
C02739,Customer 02739,France,Retail
C02740,Customer 02740,France,Wholesale
C02741,Customer 02741,Germany,Retail
C02742,Customer 02742,Brazil,Retail
C02743,Customer 02743,Spain,Retail
C02744,Customer 02744,Netherlands,Retail
C02745,Customer 02745,Germany,Retail
C02746,Customer 02746,France,Wholesale
C02747,Customer 02747,Germany,Retail
C02748,Customer 02748,Italy,Retail
C02749,Customer 02749,France,Retail
C02750,Customer 02750,Netherlands,Wholesale
C02751,Customer 02751,Germany,Retail
C02752,Customer 02752,Brazil,Retail
C02753,Customer 02753,Spain,Retail
C02754,Customer 02754,Spain,Wholesale
C02755,Customer 02755,Netherlands,Wholesale
C02756,Customer 02756,Netherlands,Industrial
C02757,Customer 02757,Netherlands,Wholesale
C02758,Customer 02758,Spain,Retail
C02759,Customer 02759,France,Retail
C02760,Customer 02760,France,Retail
C02761,Customer 02761,Brazil,Wholesale
C02762,Customer 02762,France,Wholesale
C02763,Customer 02763,France,Retail
C02764,Customer 02764,Brazil,Industrial
C02765,Customer 02765,Germany,Retail
C02766,Customer 02766,Spain,Retail
C02767,Customer 02767,France,Retail
C02768,Customer 02768,Netherlands,Industrial
C02769,Customer 02769,France,Industrial
C02770,Customer 02770,Netherlands,Retail
C02771,Customer 02771,Spain,Industrial
C02772,Customer 02772,Brazil,Industrial
C02773,Customer 02773,Germany,Wholesale
C02774,Customer 02774,Italy,Industrial
C02775,Customer 02775,Spain,Retail
C02776,Customer 02776,Germany,Wholesale
C02777,Customer 02777,Spain,Wholesale
C02778,Customer 02778,Netherlands,Wholesale
C02779,Customer 02779,France,Retail
C02780,Customer 02780,Brazil,Wholesale
C02781,Customer 02781,Germany,Industrial
C02782,Customer 02782,Netherlands,Retail
C02783,Customer 02783,Italy,Industrial
C02784,Customer 02784,Netherlands,Retail
C02785,Customer 02785,Netherlands,Retail
C02786,Customer 02786,Brazil,Retail
C02787,Customer 02787,Germany,Wholesale
C02788,Customer 02788,Brazil,Wholesale
C02789,Customer 02789,Brazil,Retail
C02790,Customer 02790,Netherlands,Wholesale
C02791,Customer 02791,Netherlands,Retail
C02792,Customer 02792,Brazil,Retail
C02793,Customer 02793,Italy,Industrial
C02794,Customer 02794,Spain,Wholesale
C02795,Customer 02795,Brazil,Wholesale
C02796,Customer 02796,Netherlands,Wholesale
C02797,Customer 02797,Netherlands,Industrial
C02798,Customer 02798,Spain,Retail
C02799,Customer 02799,Italy,Retail
C02800,Customer 02800,France,Retail
C02801,Customer 02801,Italy,Wholesale
C02802,Customer 02802,France,Wholesale
C02803,Customer 02803,Netherlands,Wholesale
C02804,Customer 02804,Brazil,Retail
C02805,Customer 02805,Germany,Retail
C02806,Customer 02806,Netherlands,Wholesale
C02807,Customer 02807,Germany,Industrial
C02808,Customer 02808,Germany,Retail
C02809,Customer 02809,Italy,Retail
C02810,Customer 02810,Germany,Retail
C02811,Customer 02811,Spain,Retail
C02812,Customer 02812,Germany,Retail
C02813,Customer 02813,Germany,Retail
C02814,Customer 02814,Netherlands,Wholesale
C02815,Customer 02815,Germany,Retail
C02816,Customer 02816,Brazil,Retail
C02817,Customer 02817,Italy,Retail
C02818,Customer 02818,Netherlands,Industrial
C02819,Customer 02819,Brazil,Retail
C02820,Customer 02820,Italy,Retail
C02821,Customer 02821,Spain,Retail
C02822,Customer 02822,Italy,Wholesale
C02823,Customer 02823,Brazil,Industrial
C02824,Customer 02824,Netherlands,Retail
C02825,Customer 02825,Spain,Retail
C02826,Customer 02826,Netherlands,Retail
C02827,Customer 02827,France,Wholesale
C02828,Customer 02828,Netherlands,Industrial
C02829,Customer 02829,Spain,Retail
C02830,Customer 02830,Brazil,Retail
C02831,Customer 02831,Netherlands,Wholesale
C02832,Customer 02832,Italy,Wholesale
C02833,Customer 02833,Germany,Retail
C02834,Customer 02834,Spain,Retail
C02835,Customer 02835,France,Retail
C02836,Customer 02836,Spain,Wholesale
C02837,Customer 02837,Netherlands,Wholesale
C02838,Customer 02838,Netherlands,Wholesale
C02839,Customer 02839,Germany,Wholesale
C02840,Customer 02840,Netherlands,Retail
C02841,Customer 02841,France,Retail
C02842,Customer 02842,Italy,Retail
C02843,Customer 02843,Italy,Industrial
C02844,Customer 02844,France,Wholesale
C02845,Customer 02845,France,Retail
C02846,Customer 02846,France,Retail
C02847,Customer 02847,Netherlands,Wholesale
C02848,Customer 02848,France,Wholesale
C02849,Customer 02849,Germany,Wholesale
C02850,Customer 02850,France,Retail
C02851,Customer 02851,Germany,Industrial
C02852,Customer 02852,France,Wholesale
C02853,Customer 02853,Brazil,Wholesale
C02854,Customer 02854,Brazil,Wholesale
C02855,Customer 02855,Italy,Industrial
C02856,Customer 02856,Brazil,Industrial
C02857,Customer 02857,Spain,Wholesale
C02858,Customer 02858,Italy,Retail
C02859,Customer 02859,Italy,Retail
C02860,Customer 02860,France,Wholesale
C02861,Customer 02861,Germany,Wholesale
C02862,Customer 02862,Netherlands,Retail
C02863,Customer 02863,Netherlands,Retail
C02864,Customer 02864,Spain,Industrial
C02865,Customer 02865,Brazil,Industrial
C02866,Customer 02866,Brazil,Industrial
C02867,Customer 02867,Germany,Retail
C02868,Customer 02868,Brazil,Wholesale
C02869,Customer 02869,Netherlands,Wholesale
C02870,Customer 02870,Germany,Retail
C02871,Customer 02871,Germany,Retail
C02872,Customer 02872,Netherlands,Industrial
C02873,Customer 02873,Italy,Retail
C02874,Customer 02874,Germany,Wholesale
C02875,Customer 02875,France,Wholesale
C02876,Customer 02876,Spain,Wholesale
C02877,Customer 02877,Spain,Retail
C02878,Customer 02878,Netherlands,Wholesale
C02879,Customer 02879,Netherlands,Retail
C02880,Customer 02880,Netherlands,Wholesale
C02881,Customer 02881,Brazil,Retail
C02882,Customer 02882,Germany,Wholesale
C02883,Customer 02883,Spain,Wholesale
C02884,Customer 02884,Brazil,Retail
C02885,Customer 02885,France,Retail
C02886,Customer 02886,Brazil,Wholesale
C02887,Customer 02887,Netherlands,Retail
C02888,Customer 02888,Brazil,Retail
C02889,Customer 02889,Brazil,Retail
C02890,Customer 02890,Germany,Industrial
C02891,Customer 02891,Brazil,Wholesale
C02892,Customer 02892,Spain,Retail
C02893,Customer 02893,France,Industrial
C02894,Customer 02894,Netherlands,Retail
C02895,Customer 02895,Germany,Retail
C02896,Customer 02896,Spain,Retail
C02897,Customer 02897,Spain,Retail
C02898,Customer 02898,Spain,Retail
C02899,Customer 02899,Italy,Wholesale
C02900,Customer 02900,Germany,Retail
C02901,Customer 02901,Spain,Wholesale
C02902,Customer 02902,Italy,Retail
C02903,Customer 02903,Netherlands,Retail
C02904,Customer 02904,Spain,Retail
C02905,Customer 02905,Spain,Wholesale
C02906,Customer 02906,Netherlands,Wholesale
C02907,Customer 02907,Spain,Retail
C02908,Customer 02908,Netherlands,Retail
C02909,Customer 02909,Brazil,Retail
C02910,Customer 02910,France,Wholesale
C02911,Customer 02911,Brazil,Retail
C02912,Customer 02912,Brazil,Wholesale
C02913,Customer 02913,France,Retail
C02914,Customer 02914,Germany,Retail
C02915,Customer 02915,France,Wholesale
C02916,Customer 02916,France,Retail
C02917,Customer 02917,Spain,Retail
C02918,Customer 02918,Netherlands,Industrial
C02919,Customer 02919,Netherlands,Retail
C02920,Customer 02920,France,Retail
C02921,Customer 02921,Germany,Retail
C02922,Customer 02922,Italy,Retail
C02923,Customer 02923,Brazil,Wholesale
C02924,Customer 02924,Spain,Retail
C02925,Customer 02925,France,Industrial
C02926,Customer 02926,Germany,Wholesale
C02927,Customer 02927,Spain,Industrial
C02928,Customer 02928,Germany,Wholesale
C02929,Customer 02929,Germany,Industrial
C02930,Customer 02930,Spain,Wholesale
C02931,Customer 02931,Germany,Retail
C02932,Customer 02932,Italy,Retail
C02933,Customer 02933,Brazil,Wholesale
C02934,Customer 02934,France,Retail
C02935,Customer 02935,Italy,Wholesale
C02936,Customer 02936,Germany,Retail
C02937,Customer 02937,Italy,Wholesale
C02938,Customer 02938,Italy,Retail
C02939,Customer 02939,Netherlands,Industrial
C02940,Customer 02940,Germany,Retail
C02941,Customer 02941,Italy,Retail
C02942,Customer 02942,Netherlands,Wholesale
C02943,Customer 02943,Italy,Wholesale
C02944,Customer 02944,Germany,Wholesale
C02945,Customer 02945,Italy,Industrial
C02946,Customer 02946,Brazil,Retail
C02947,Customer 02947,Spain,Wholesale
C02948,Customer 02948,France,Retail
C02949,Customer 02949,Spain,Retail
C02950,Customer 02950,Spain,Retail
C02951,Customer 02951,Brazil,Retail
C02952,Customer 02952,Spain,Wholesale
C02953,Customer 02953,Netherlands,Wholesale
C02954,Customer 02954,France,Retail
C02955,Customer 02955,Germany,Industrial
C02956,Customer 02956,Netherlands,Retail
C02957,Customer 02957,Brazil,Retail
C02958,Customer 02958,France,Wholesale
C02959,Customer 02959,Spain,Retail
C02960,Customer 02960,France,Retail
C02961,Customer 02961,Netherlands,Wholesale
C02962,Customer 02962,France,Retail
C02963,Customer 02963,Netherlands,Retail
C02964,Customer 02964,Brazil,Wholesale
C02965,Customer 02965,Italy,Retail
C02966,Customer 02966,Spain,Wholesale
C02967,Customer 02967,Germany,Wholesale
C02968,Customer 02968,Germany,Retail
C02969,Customer 02969,Italy,Retail
C02970,Customer 02970,Spain,Retail
C02971,Customer 02971,Spain,Wholesale
C02972,Customer 02972,Brazil,Retail
C02973,Customer 02973,Spain,Industrial
C02974,Customer 02974,Netherlands,Retail
C02975,Customer 02975,Brazil,Wholesale
C02976,Customer 02976,France,Retail
C02977,Customer 02977,France,Retail
C02978,Customer 02978,Netherlands,Retail
C02979,Customer 02979,Germany,Wholesale
C02980,Customer 02980,France,Industrial
C02981,Customer 02981,Italy,Retail
C02982,Customer 02982,Brazil,Retail
C02983,Customer 02983,Italy,Retail
C02984,Customer 02984,Italy,Retail
C02985,Customer 02985,Italy,Industrial
C02986,Customer 02986,Spain,Industrial
C02987,Customer 02987,Italy,Industrial
C02988,Customer 02988,Italy,Retail
C02989,Customer 02989,Netherlands,Retail
C02990,Customer 02990,France,Wholesale
C02991,Customer 02991,France,Retail
C02992,Customer 02992,Spain,Wholesale
C02993,Customer 02993,Germany,Retail
C02994,Customer 02994,Netherlands,Retail
C02995,Customer 02995,Italy,Industrial
C02996,Customer 02996,Spain,Retail
C02997,Customer 02997,Germany,Industrial
C02998,Customer 02998,France,Retail
C02999,Customer 02999,France,Retail
C03000,Customer 03000,Spain,Retail
C03001,Customer 03001,Italy,Retail
C03002,Customer 03002,Italy,Retail
C03003,Customer 03003,Netherlands,Retail
C03004,Customer 03004,Netherlands,Wholesale
C03005,Customer 03005,Italy,Industrial
C03006,Customer 03006,France,Retail
C03007,Customer 03007,Spain,Retail
C03008,Customer 03008,France,Retail
C03009,Customer 03009,Spain,Wholesale
C03010,Customer 03010,Italy,Wholesale
C03011,Customer 03011,France,Retail
C03012,Customer 03012,Spain,Retail
C03013,Customer 03013,Brazil,Retail
C03014,Customer 03014,Italy,Retail
C03015,Customer 03015,France,Retail
C03016,Customer 03016,France,Industrial
C03017,Customer 03017,Spain,Retail
C03018,Customer 03018,Germany,Retail
C03019,Customer 03019,Spain,Retail
C03020,Customer 03020,Italy,Wholesale
C03021,Customer 03021,France,Retail
C03022,Customer 03022,Brazil,Retail
C03023,Customer 03023,France,Retail
C03024,Customer 03024,Germany,Wholesale
C03025,Customer 03025,France,Retail
C03026,Customer 03026,Spain,Industrial
C03027,Customer 03027,Brazil,Retail
C03028,Customer 03028,Italy,Retail
C03029,Customer 03029,Germany,Industrial
C03030,Customer 03030,Netherlands,Wholesale
C03031,Customer 03031,Italy,Retail
C03032,Customer 03032,Germany,Wholesale
C03033,Customer 03033,Spain,Retail
C03034,Customer 03034,Brazil,Retail
C03035,Customer 03035,Brazil,Wholesale
C03036,Customer 03036,Netherlands,Wholesale
C03037,Customer 03037,Italy,Retail
C03038,Customer 03038,Brazil,Wholesale
C03039,Customer 03039,Germany,Retail
C03040,Customer 03040,Germany,Retail
C03041,Customer 03041,France,Industrial
C03042,Customer 03042,Germany,Retail
C03043,Customer 03043,Germany,Wholesale
C03044,Customer 03044,Spain,Wholesale
C03045,Customer 03045,Germany,Wholesale
C03046,Customer 03046,Netherlands,Retail
C03047,Customer 03047,Italy,Industrial
C03048,Customer 03048,Italy,Wholesale
C03049,Customer 03049,Germany,Wholesale
C03050,Customer 03050,Italy,Retail
C03051,Customer 03051,Netherlands,Retail
C03052,Customer 03052,Germany,Retail
C03053,Customer 03053,Italy,Retail
C03054,Customer 03054,France,Retail
C03055,Customer 03055,Italy,Wholesale
C03056,Customer 03056,France,Industrial
C03057,Customer 03057,Italy,Retail
C03058,Customer 03058,Brazil,Retail
C03059,Customer 03059,France,Wholesale
C03060,Customer 03060,Germany,Retail
C03061,Customer 03061,Germany,Industrial
C03062,Customer 03062,Germany,Retail
C03063,Customer 03063,France,Retail
C03064,Customer 03064,Brazil,Retail
C03065,Customer 03065,Italy,Industrial
C03066,Customer 03066,Spain,Retail
C03067,Customer 03067,Italy,Wholesale
C03068,Customer 03068,Italy,Retail
C03069,Customer 03069,Brazil,Retail
C03070,Customer 03070,Brazil,Industrial
C03071,Customer 03071,France,Retail
C03072,Customer 03072,France,Retail
C03073,Customer 03073,Germany,Retail
C03074,Customer 03074,Italy,Industrial
C03075,Customer 03075,Spain,Retail
C03076,Customer 03076,Italy,Retail
C03077,Customer 03077,Brazil,Industrial
C03078,Customer 03078,Italy,Wholesale
C03079,Customer 03079,Germany,Industrial
C03080,Customer 03080,France,Wholesale
C03081,Customer 03081,France,Wholesale
C03082,Customer 03082,Italy,Retail
C03083,Customer 03083,Germany,Retail
C03084,Customer 03084,Germany,Wholesale
C03085,Customer 03085,France,Wholesale
C03086,Customer 03086,France,Industrial
C03087,Customer 03087,Germany,Wholesale
C03088,Customer 03088,Germany,Retail
C03089,Customer 03089,Germany,Retail
C03090,Customer 03090,France,Wholesale
C03091,Customer 03091,France,Retail
C03092,Customer 03092,France,Wholesale
C03093,Customer 03093,Italy,Wholesale
C03094,Customer 03094,Germany,Retail
C03095,Customer 03095,Netherlands,Wholesale
C03096,Customer 03096,Italy,Wholesale
C03097,Customer 03097,Germany,Industrial
C03098,Customer 03098,Germany,Retail
C03099,Customer 03099,Germany,Wholesale
C03100,Customer 03100,Germany,Retail
C03101,Customer 03101,France,Retail
C03102,Customer 03102,Brazil,Retail
C03103,Customer 03103,Brazil,Industrial
C03104,Customer 03104,France,Industrial
C03105,Customer 03105,Italy,Retail
C03106,Customer 03106,Germany,Wholesale
C03107,Customer 03107,Netherlands,Retail
C03108,Customer 03108,France,Wholesale
C03109,Customer 03109,Netherlands,Retail
C03110,Customer 03110,Germany,Wholesale
C03111,Customer 03111,Spain,Retail
C03112,Customer 03112,Italy,Wholesale
C03113,Customer 03113,Brazil,Retail
C03114,Customer 03114,Netherlands,Wholesale
C03115,Customer 03115,France,Wholesale
C03116,Customer 03116,France,Retail
C03117,Customer 03117,Spain,Retail
C03118,Customer 03118,Spain,Wholesale
C03119,Customer 03119,Brazil,Wholesale
C03120,Customer 03120,Netherlands,Retail
C03121,Customer 03121,Spain,Retail
C03122,Customer 03122,Netherlands,Retail
C03123,Customer 03123,France,Wholesale
C03124,Customer 03124,Spain,Wholesale
C03125,Customer 03125,France,Retail
C03126,Customer 03126,Netherlands,Wholesale
C03127,Customer 03127,Italy,Wholesale
C03128,Customer 03128,Netherlands,Wholesale
C03129,Customer 03129,Spain,Retail
C03130,Customer 03130,Italy,Retail
C03131,Customer 03131,France,Retail
C03132,Customer 03132,France,Retail
C03133,Customer 03133,Italy,Retail
C03134,Customer 03134,Brazil,Retail
C03135,Customer 03135,Italy,Retail
C03136,Customer 03136,Brazil,Wholesale
C03137,Customer 03137,Spain,Retail
C03138,Customer 03138,France,Wholesale
C03139,Customer 03139,France,Retail
C03140,Customer 03140,France,Wholesale
C03141,Customer 03141,France,Retail
C03142,Customer 03142,France,Wholesale
C03143,Customer 03143,France,Wholesale
C03144,Customer 03144,Spain,Retail
C03145,Customer 03145,Italy,Wholesale
C03146,Customer 03146,Spain,Retail
C03147,Customer 03147,Spain,Wholesale
C03148,Customer 03148,Netherlands,Retail
C03149,Customer 03149,Netherlands,Retail
C03150,Customer 03150,Brazil,Retail
C03151,Customer 03151,Italy,Industrial
C03152,Customer 03152,Germany,Retail
C03153,Customer 03153,Germany,Wholesale
C03154,Customer 03154,Italy,Retail
C03155,Customer 03155,Brazil,Retail
C03156,Customer 03156,Netherlands,Retail
C03157,Customer 03157,Italy,Industrial
C03158,Customer 03158,Netherlands,Wholesale
C03159,Customer 03159,Italy,Retail
C03160,Customer 03160,Netherlands,Wholesale
C03161,Customer 03161,Brazil,Retail
C03162,Customer 03162,Netherlands,Retail
C03163,Customer 03163,Brazil,Retail
C03164,Customer 03164,Germany,Retail
C03165,Customer 03165,Brazil,Retail
C03166,Customer 03166,France,Wholesale
C03167,Customer 03167,Italy,Retail
C03168,Customer 03168,Germany,Industrial
C03169,Customer 03169,Italy,Wholesale
C03170,Customer 03170,Spain,Wholesale
C03171,Customer 03171,Spain,Wholesale
C03172,Customer 03172,Netherlands,Industrial
C03173,Customer 03173,France,Retail
C03174,Customer 03174,France,Retail
C03175,Customer 03175,Netherlands,Retail
C03176,Customer 03176,Spain,Industrial
C03177,Customer 03177,Spain,Retail
C03178,Customer 03178,Germany,Wholesale
C03179,Customer 03179,Germany,Wholesale
C03180,Customer 03180,Germany,Retail
C03181,Customer 03181,Germany,Industrial
C03182,Customer 03182,Germany,Retail
C03183,Customer 03183,Italy,Retail
C03184,Customer 03184,Brazil,Wholesale
C03185,Customer 03185,Spain,Retail
C03186,Customer 03186,Netherlands,Retail
C03187,Customer 03187,Italy,Retail
C03188,Customer 03188,France,Retail
C03189,Customer 03189,Brazil,Wholesale
C03190,Customer 03190,Netherlands,Industrial
C03191,Customer 03191,Brazil,Retail
C03192,Customer 03192,Italy,Retail
C03193,Customer 03193,Italy,Retail
C03194,Customer 03194,Germany,Industrial
C03195,Customer 03195,Italy,Wholesale
C03196,Customer 03196,Germany,Retail
C03197,Customer 03197,Germany,Retail
C03198,Customer 03198,Italy,Industrial
C03199,Customer 03199,Netherlands,Industrial
C03200,Customer 03200,Germany,Retail
C03201,Customer 03201,Netherlands,Wholesale
C03202,Customer 03202,Netherlands,Retail
C03203,Customer 03203,Italy,Retail
C03204,Customer 03204,Brazil,Wholesale
C03205,Customer 03205,Germany,Retail
C03206,Customer 03206,Italy,Retail
C03207,Customer 03207,Netherlands,Industrial
C03208,Customer 03208,Italy,Wholesale
C03209,Customer 03209,France,Retail
C03210,Customer 03210,Germany,Wholesale
C03211,Customer 03211,Netherlands,Wholesale
C03212,Customer 03212,Germany,Wholesale
C03213,Customer 03213,France,Industrial
C03214,Customer 03214,Netherlands,Wholesale
C03215,Customer 03215,Spain,Retail
C03216,Customer 03216,Germany,Retail
C03217,Customer 03217,Brazil,Wholesale
C03218,Customer 03218,France,Industrial
C03219,Customer 03219,Netherlands,Retail
C03220,Customer 03220,France,Retail
C03221,Customer 03221,Italy,Wholesale
C03222,Customer 03222,Germany,Retail
C03223,Customer 03223,Italy,Retail
C03224,Customer 03224,Italy,Industrial
C03225,Customer 03225,Spain,Wholesale
C03226,Customer 03226,Italy,Industrial
C03227,Customer 03227,Spain,Wholesale
C03228,Customer 03228,France,Retail
C03229,Customer 03229,Italy,Industrial
C03230,Customer 03230,Netherlands,Retail
C03231,Customer 03231,Netherlands,Retail
C03232,Customer 03232,Germany,Industrial
C03233,Customer 03233,Italy,Wholesale
C03234,Customer 03234,Brazil,Industrial
C03235,Customer 03235,Spain,Retail
C03236,Customer 03236,Spain,Industrial
C03237,Customer 03237,France,Wholesale
C03238,Customer 03238,Netherlands,Wholesale
C03239,Customer 03239,Netherlands,Industrial
C03240,Customer 03240,Brazil,Retail
C03241,Customer 03241,Germany,Wholesale
C03242,Customer 03242,Germany,Wholesale
C03243,Customer 03243,Netherlands,Wholesale
