delivery_id,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status
D0035058,O0035058,2025-12-22,2025-12-22,47.01,Delivered
D0035059,O0035059,2025-01-18,2025-01-12,81.12,Delivered
D0035060,O0035060,2025-06-29,2025-06-30,141.63,Delivered
D0035061,O0035061,2025-10-24,2025-10-15,41.21,Delivered
D0035062,O0035062,2025-05-26,2025-05-20,26.67,Delivered
D0035063,O0035063,2025-03-22,2025-03-25,78.09,In Transit
D0035064,O0035064,2025-04-04,2025-03-30,50.69,Delivered
D0035065,O0035065,2025-09-16,2025-09-17,104.43,Delivered
D0035066,O0035066,2025-08-08,2025-08-06,49.09,Delivered
D0035067,O0035067,2025-07-11,2025-07-10,221.16,Delivered
D0035068,O0035068,2025-07-17,2025-07-11,77.96,Delivered
D0035069,O0035069,2025-05-04,2025-04-30,121.0,Cancelled
D0035070,O0035070,2025-12-17,2025-12-16,40.56,Delivered
D0035071,O0035071,2025-03-31,2025-04-07,70.2,In Transit
D0035072,O0035072,2025-11-06,2025-11-05,40.04,Delivered
D0035073,O0035073,2025-10-18,2025-10-17,41.11,Delivered
D0035074,O0035074,2025-01-09,2025-01-17,99.59,In Transit
D0035075,O0035075,2025-03-09,2025-03-06,35.82,Delivered
D0035076,O0035076,2025-07-26,2025-08-03,80.62,Delivered
D0035077,O0035077,2025-03-05,2025-03-06,18.76,In Transit
D0035078,O0035078,2025-11-11,2025-11-22,132.24,Delivered
D0035079,O0035079,2025-06-14,2025-06-24,82.37,Cancelled
D0035080,O0035080,2025-11-09,2025-11-11,45.27,In Transit
D0035081,O0035081,2025-02-19,2025-02-20,277.56,Delivered
D0035082,O0035082,2025-01-17,2025-01-11,45.28,Delivered
D0035083,O0035083,2025-08-26,2025-09-07,92.32,Delivered
D0035084,O0035084,2025-10-25,2025-10-31,29.35,Delivered
D0035085,O0035085,2026-01-06,2026-01-08,34.73,Delivered
D0035086,O0035086,2025-10-25,2025-10-24,112.23,In Transit
D0035087,O0035087,2025-10-07,2025-10-14,131.82,Delivered
D0035088,O0035088,2025-01-27,2025-01-30,20.55,In Transit
D0035089,O0035089,2025-08-19,2025-08-22,78.52,Delivered
D0035090,O0035090,2025-09-21,2025-10-02,48.07,Delivered
D0035091,O0035091,2025-06-01,2025-05-31,60.59,Delivered
D0035092,O0035092,2026-01-08,2026-01-02,28.8,Delivered
D0035093,O0035093,2026-01-06,2026-01-10,29.53,Delivered
D0035094,O0035094,2025-11-18,2025-11-19,46.54,Delivered
D0035095,O0035095,2025-11-26,2025-11-24,114.95,Delivered
D0035096,O0035096,2025-08-01,2025-08-01,55.58,Delivered
D0035097,O0035097,2025-11-06,2025-11-11,42.07,Delivered
D0035098,O0035098,2025-02-02,2025-01-31,55.58,Delivered
D0035099,O0035099,2025-04-02,2025-04-07,29.55,Delivered
D0035100,O0035100,2025-09-09,2025-09-14,176.29,Delivered
D0035101,O0035101,2025-02-21,2025-02-24,48.12,Delivered
D0035102,O0035102,2025-10-27,2025-10-31,129.82,Delivered
D0035103,O0035103,2025-03-11,2025-03-21,65.73,In Transit
D0035104,O0035104,2025-05-15,2025-05-22,160.83,Delivered
D0035105,O0035105,2025-04-10,2025-04-19,52.45,Delivered
D0035106,O0035106,2025-07-20,2025-07-27,90.87,Cancelled
D0035107,O0035107,2025-02-07,2025-02-08,26.92,Delivered
D0035108,O0035108,2025-11-03,2025-11-05,40.28,Delivered
D0035109,O0035109,2025-11-27,2025-11-22,220.42,Delivered
D0035110,O0035110,2025-10-08,2025-10-04,105.06,Delivered
D0035111,O0035111,2025-03-15,2025-03-22,59.98,In Transit
D0035112,O0035112,2025-04-22,2025-04-19,51.1,Delivered
D0035113,O0035113,2025-04-01,2025-03-26,76.13,In Transit
D0035114,O0035114,2025-08-11,2025-08-16,54.68,In Transit
D0035115,O0035115,2025-11-24,2025-11-27,46.92,In Transit
D0035116,O0035116,2025-11-22,2025-11-29,86.34,Delivered
D0035117,O0035117,2025-12-22,2025-12-29,129.33,Delivered
D0035118,O0035118,2025-09-18,2025-09-20,90.62,Delivered
D0035119,O0035119,2025-03-27,2025-03-26,52.43,Delivered
D0035120,O0035120,2025-06-03,2025-06-10,58.62,Delivered
D0035121,O0035121,2025-04-25,2025-04-20,228.13,In Transit
D0035122,O0035122,2025-02-03,2025-02-07,68.15,Delivered
D0035123,O0035123,2025-10-27,2025-11-03,34.74,In Transit
D0035124,O0035124,2025-08-08,2025-08-02,128.65,Cancelled
D0035125,O0035125,2025-12-24,2025-12-28,92.97,In Transit
D0035126,O0035126,2025-11-13,2025-11-15,164.53,Delivered
D0035127,O0035127,2025-08-29,2025-09-08,27.33,In Transit
D0035128,O0035128,2025-01-20,2025-01-26,55.72,Delivered
D0035129,O0035129,2025-06-21,2025-06-17,89.91,Delivered
D0035130,O0035130,2025-07-02,2025-06-29,75.02,In Transit
D0035131,O0035131,2025-09-09,2025-09-05,35.86,In Transit
D0035132,O0035132,2025-08-01,2025-08-05,22.58,Cancelled
D0035133,O0035133,2025-10-15,2025-10-20,87.56,In Transit
D0035134,O0035134,2025-01-15,2025-01-16,47.55,Delivered
D0035135,O0035135,2025-02-14,2025-02-16,124.87,Delivered
D0035136,O0035136,2025-12-19,2025-12-26,66.03,Delivered
D0035137,O0035137,2025-06-16,2025-06-12,44.68,Delivered
D0035138,O0035138,2025-11-05,2025-11-07,291.15,Delivered
D0035139,O0035139,2025-11-16,2025-11-14,38.61,Delivered
D0035140,O0035140,2025-02-17,2025-02-25,64.6,Delivered
D0035141,O0035141,2025-09-25,2025-09-20,31.36,Delivered
D0035142,O0035142,2025-03-11,2025-03-12,44.03,Delivered
D0035143,O0035143,2025-03-03,2025-03-01,97.54,Delivered
D0035144,O0035144,2025-04-09,2025-04-08,70.17,Delivered
D0035145,O0035145,2025-10-07,2025-10-18,66.76,In Transit
D0035146,O0035146,2025-02-08,2025-02-08,276.25,Delivered
D0035147,O0035147,2025-09-10,2025-09-02,121.35,Delivered
D0035148,O0035148,2025-05-30,2025-05-21,53.37,Delivered
D0035149,O0035149,2025-04-17,2025-04-12,37.25,Delivered
D0035150,O0035150,2025-04-01,2025-03-31,129.16,Delivered
D0035151,O0035151,2025-05-11,2025-05-15,44.0,Delivered
D0035152,O0035152,2025-05-17,2025-05-12,79.25,Delivered
D0035153,O0035153,2025-04-28,2025-04-30,46.69,Delivered
D0035154,O0035154,2025-07-13,2025-07-12,223.93,Delivered
D0035155,O0035155,2026-01-03,2026-01-11,77.98,Delivered
D0035156,O0035156,2025-06-21,2025-06-16,76.3,Delivered
D0035157,O0035157,2025-03-13,2025-03-23,31.76,Delivered
D0035158,O0035158,2025-08-15,2025-08-22,61.23,Delivered
D0035159,O0035159,2025-11-04,2025-11-10,64.18,Delivered
D0035160,O0035160,2025-08-14,2025-08-10,46.47,Delivered
D0035161,O0035161,2025-07-23,2025-07-21,37.33,Delivered
D0035162,O0035162,2025-09-06,2025-09-13,74.03,In Transit
D0035163,O0035163,2025-11-27,2025-11-22,31.75,Delivered
D0035164,O0035164,2025-02-05,2025-02-12,46.27,Delivered
D0035165,O0035165,2026-01-01,2025-12-28,134.32,Delivered
D0035166,O0035166,2025-11-29,2025-12-06,92.64,Delivered
D0035167,O0035167,2025-12-27,2025-12-19,33.86,Delivered
D0035168,O0035168,2025-07-07,2025-07-05,99.6,Delivered
D0035169,O0035169,2025-11-13,2025-11-21,47.17,In Transit
D0035170,O0035170,2025-02-03,2025-02-01,79.16,Delivered
D0035171,O0035171,2025-06-04,2025-06-04,51.95,Delivered
D0035172,O0035172,2025-11-28,2025-12-03,88.83,Delivered
D0035173,O0035173,2025-04-20,2025-04-14,90.03,Delivered
D0035174,O0035174,2025-10-11,2025-10-19,54.46,Delivered
D0035175,O0035175,2025-05-02,2025-05-10,44.19,Delivered
D0035176,O0035176,2025-08-10,2025-08-17,170.65,Delivered
D0035177,O0035177,2025-09-01,2025-09-07,274.11,Delivered
D0035178,O0035178,2025-11-25,2025-11-21,128.36,Delivered
D0035179,O0035179,2025-05-14,2025-05-15,62.95,Delivered
D0035180,O0035180,2025-10-25,2025-10-21,45.06,Delivered
D0035181,O0035181,2025-06-17,2025-06-16,41.47,Delivered
D0035182,O0035182,2025-05-30,2025-05-28,81.67,In Transit
D0035183,O0035183,2025-02-06,2025-02-10,49.13,In Transit
D0035184,O0035184,2025-02-07,2025-02-03,67.38,Delivered
D0035185,O0035185,2025-10-15,2025-10-21,367.34,Delivered
D0035186,O0035186,2025-02-15,2025-02-15,226.05,Delivered
D0035187,O0035187,2025-02-19,2025-02-24,29.31,Delivered
D0035188,O0035188,2025-03-18,2025-03-19,62.89,Delivered
D0035189,O0035189,2025-05-07,2025-05-10,34.73,Delivered
D0035190,O0035190,2025-03-05,2025-03-05,127.17,Delivered
D0035191,O0035191,2025-08-12,2025-08-16,37.92,Delivered
D0035192,O0035192,2025-11-02,2025-11-07,67.24,In Transit
D0035193,O0035193,2025-07-21,2025-07-26,324.67,Delivered
D0035194,O0035194,2025-09-05,2025-09-09,122.08,Delivered
D0035195,O0035195,2025-12-01,2025-11-25,31.44,In Transit
D0035196,O0035196,2025-11-28,2025-11-25,162.5,In Transit
D0035197,O0035197,2025-09-04,2025-08-30,26.17,In Transit
D0035198,O0035198,2025-02-01,2025-02-09,107.29,In Transit
D0035199,O0035199,2025-10-26,2025-10-18,51.77,Delivered
D0035200,O0035200,2025-10-09,2025-10-14,28.37,Delivered
D0035201,O0035201,2025-04-24,2025-05-03,94.69,Delivered
D0035202,O0035202,2025-03-10,2025-03-06,141.84,Delivered
D0035203,O0035203,2025-02-28,2025-02-26,41.65,In Transit
D0035204,O0035204,2025-04-20,2025-04-12,208.9,Delivered
D0035205,O0035205,2025-10-04,2025-10-10,34.93,Delivered
D0035206,O0035206,2025-12-18,2025-12-23,49.48,Cancelled
D0035207,O0035207,2025-03-02,2025-03-03,63.45,Delivered
D0035208,O0035208,2025-06-10,2025-06-05,35.69,Delivered
D0035209,O0035209,2025-11-04,2025-11-14,38.09,Delivered
D0035210,O0035210,2025-02-08,2025-02-16,295.91,Delivered
D0035211,O0035211,2025-12-20,2025-12-23,139.81,Delivered
D0035212,O0035212,2025-01-11,2025-01-22,81.18,Delivered
D0035213,O0035213,2025-04-21,2025-04-21,82.95,Cancelled
D0035214,O0035214,2025-01-22,2025-01-16,41.01,In Transit
D0035215,O0035215,2025-10-14,2025-10-08,28.12,Delivered
D0035216,O0035216,2025-06-11,2025-06-14,164.93,Delivered
D0035217,O0035217,2025-06-12,2025-06-11,70.49,In Transit
D0035218,O0035218,2025-07-28,2025-07-21,33.24,In Transit
D0035219,O0035219,2025-04-25,2025-04-23,54.05,Delivered
D0035220,O0035220,2025-10-11,2025-10-19,48.83,Delivered
D0035221,O0035221,2025-06-10,2025-06-10,280.38,Delivered
D0035222,O0035222,2025-10-22,2025-10-21,80.59,Cancelled
D0035223,O0035223,2025-08-28,2025-09-07,38.49,Delivered
D0035224,O0035224,2025-09-13,2025-09-15,25.0,Delivered
D0035225,O0035225,2026-01-04,2025-12-29,55.28,Delivered
D0035226,O0035226,2025-07-10,2025-07-17,37.47,Delivered
D0035227,O0035227,2025-04-27,2025-04-24,24.94,Delivered
D0035228,O0035228,2025-10-01,2025-10-04,38.58,Delivered
D0035229,O0035229,2025-09-18,2025-09-20,30.54,Delivered
D0035230,O0035230,2025-07-01,2025-07-10,53.4,Delivered
D0035231,O0035231,2025-05-06,2025-05-05,185.78,Delivered
D0035232,O0035232,2025-12-12,2025-12-08,39.02,Delivered
D0035233,O0035233,2025-04-08,2025-04-12,102.6,Delivered
D0035234,O0035234,2025-02-03,2025-02-07,165.77,Delivered
D0035235,O0035235,2025-08-29,2025-09-01,89.57,In Transit
D0035236,O0035236,2025-02-06,2025-02-02,56.44,Cancelled
D0035237,O0035237,2025-10-15,2025-10-10,34.6,Delivered
D0035238,O0035238,2025-11-10,2025-11-14,48.46,Delivered
D0035239,O0035239,2025-09-22,2025-09-24,45.92,Cancelled
D0035240,O0035240,2025-04-01,2025-04-03,73.4,Delivered
D0035241,O0035241,2025-12-21,2025-12-23,56.08,In Transit
D0035242,O0035242,2025-02-11,2025-02-11,32.49,Delivered
D0035243,O0035243,2025-02-14,2025-02-10,70.97,In Transit
D0035244,O0035244,2025-05-01,2025-04-23,55.6,Delivered
D0035245,O0035245,2025-07-22,2025-07-30,66.56,In Transit
D0035246,O0035246,2025-09-25,2025-09-28,47.38,Delivered
D0035247,O0035247,2025-04-20,2025-04-23,46.87,In Transit
D0035248,O0035248,2025-12-10,2025-12-09,56.55,Delivered
D0035249,O0035249,2025-10-29,2025-11-01,199.07,Delivered
D0035250,O0035250,2025-03-29,2025-03-29,225.95,Delivered
D0035251,O0035251,2025-01-28,2025-01-26,77.99,In Transit
D0035252,O0035252,2025-09-21,2025-09-28,73.5,Delivered
D0035253,O0035253,2025-03-12,2025-03-12,84.32,Delivered
D0035254,O0035254,2025-04-21,2025-04-17,81.91,Delivered
D0035255,O0035255,2025-10-17,2025-10-23,56.93,Delivered
D0035256,O0035256,2025-03-18,2025-03-26,31.39,In Transit
D0035257,O0035257,2025-05-20,2025-05-13,175.35,Delivered
D0035258,O0035258,2025-12-15,2025-12-10,47.35,Delivered
D0035259,O0035259,2025-09-11,2025-09-09,70.14,Delivered
D0035260,O0035260,2025-08-21,2025-08-18,60.41,Delivered
D0035261,O0035261,2026-01-10,2026-01-06,38.51,Delivered
D0035262,O0035262,2025-10-13,2025-10-18,48.82,Cancelled
D0035263,O0035263,2025-06-23,2025-06-25,96.46,In Transit
D0035264,O0035264,2025-09-09,2025-09-08,49.06,Delivered
D0035265,O0035265,2025-07-19,2025-07-17,176.87,In Transit
D0035266,O0035266,2025-05-19,2025-05-16,42.29,In Transit
D0035267,O0035267,2026-01-01,2026-01-05,96.3,Delivered
D0035268,O0035268,2025-08-15,2025-08-18,40.26,Delivered
D0035269,O0035269,2025-10-04,2025-10-03,44.52,Delivered
D0035270,O0035270,2025-06-08,2025-06-10,96.45,Delivered
D0035271,O0035271,2025-03-19,2025-03-27,80.07,Delivered
D0035272,O0035272,2025-02-17,2025-02-27,170.18,Delivered
D0035273,O0035273,2025-10-26,2025-10-31,69.98,Delivered
D0035274,O0035274,2025-07-18,2025-07-14,25.41,In Transit
D0035275,O0035275,2025-07-16,2025-07-15,60.59,Delivered
D0035276,O0035276,2025-02-23,2025-02-18,191.74,Delivered
D0035277,O0035277,2025-10-23,2025-10-24,82.62,Delivered
D0035278,O0035278,2025-04-10,2025-04-22,80.58,Delivered
D0035279,O0035279,2025-08-12,2025-08-13,42.9,In Transit
D0035280,O0035280,2025-05-18,2025-05-15,91.2,Delivered
D0035281,O0035281,2025-03-27,2025-04-07,38.72,Delivered
D0035282,O0035282,2025-03-06,2025-03-15,26.05,Delivered
D0035283,O0035283,2025-10-31,2025-11-03,25.75,Delivered
D0035284,O0035284,2025-02-12,2025-02-19,36.67,Delivered
D0035285,O0035285,2025-01-09,2025-01-09,56.65,In Transit
D0035286,O0035286,2025-04-28,2025-04-26,169.39,Delivered
D0035287,O0035287,2025-11-29,2025-11-29,67.04,Delivered
D0035288,O0035288,2025-09-23,2025-09-28,42.08,Cancelled
D0035289,O0035289,2025-11-05,2025-11-02,48.4,Delivered
D0035290,O0035290,2025-03-23,2025-03-20,79.09,Delivered
D0035291,O0035291,2025-12-27,2025-12-24,263.1,Delivered
D0035292,O0035292,2025-02-17,2025-02-14,88.71,Delivered
D0035293,O0035293,2025-01-20,2025-01-19,164.7,Delivered
D0035294,O0035294,2025-06-27,2025-06-28,99.36,In Transit
D0035295,O0035295,2025-06-19,2025-06-20,44.2,Delivered
D0035296,O0035296,2025-04-26,2025-04-30,36.86,In Transit
D0035297,O0035297,2025-03-10,2025-03-06,46.56,Delivered
D0035298,O0035298,2025-05-03,2025-05-05,25.6,In Transit
D0035299,O0035299,2025-05-21,2025-05-26,34.17,Delivered
D0035300,O0035300,2025-08-13,2025-08-19,138.62,In Transit
D0035301,O0035301,2025-05-19,2025-05-19,42.66,Delivered
D0035302,O0035302,2025-04-10,2025-04-11,117.68,Delivered
D0035303,O0035303,2025-08-12,2025-08-18,171.73,Delivered
D0035304,O0035304,2025-08-04,2025-08-06,30.04,In Transit
D0035305,O0035305,2025-06-16,2025-06-21,154.47,Cancelled
D0035306,O0035306,2025-02-17,2025-02-22,157.92,Delivered
D0035307,O0035307,2025-12-22,2025-12-27,52.88,Delivered
D0035308,O0035308,2025-07-17,2025-07-23,44.17,Delivered
D0035309,O0035309,2025-04-18,2025-04-21,28.46,Delivered
D0035310,O0035310,2025-09-26,2025-10-02,76.7,Delivered
D0035311,O0035311,2025-06-09,2025-06-10,40.83,Delivered
D0035312,O0035312,2025-03-05,2025-03-13,148.15,Delivered
D0035313,O0035313,2025-09-22,2025-09-16,42.34,Delivered
D0035314,O0035314,2025-02-09,2025-02-15,53.08,Delivered
D0035315,O0035315,2025-04-19,2025-04-12,48.3,Delivered
D0035316,O0035316,2025-09-03,2025-09-11,359.21,In Transit
D0035317,O0035317,2025-09-25,2025-10-02,109.94,Delivered
D0035318,O0035318,2026-01-01,2026-01-07,49.38,Delivered
D0035319,O0035319,2025-09-21,2025-09-28,141.68,Delivered
D0035320,O0035320,2025-04-02,2025-03-31,119.6,Delivered
D0035321,O0035321,2025-09-22,2025-09-19,19.01,In Transit
D0035322,O0035322,2025-10-05,2025-10-07,285.55,Delivered
D0035323,O0035323,2025-09-13,2025-09-10,43.28,Delivered
D0035324,O0035324,2025-10-05,2025-10-10,87.38,Delivered
D0035325,O0035325,2025-11-05,2025-11-03,38.12,Delivered
D0035326,O0035326,2025-07-31,2025-07-31,129.5,Delivered
D0035327,O0035327,2026-01-03,2026-01-09,431.48,Delivered
D0035328,O0035328,2025-09-03,2025-09-04,233.62,Delivered
D0035329,O0035329,2025-01-26,2025-02-04,188.04,Delivered
D0035330,O0035330,2025-03-11,2025-03-08,194.57,Delivered
D0035331,O0035331,2025-07-04,2025-07-02,56.57,Delivered
D0035332,O0035332,2025-06-12,2025-06-09,162.04,Delivered
D0035333,O0035333,2025-10-31,2025-11-02,40.23,In Transit
D0035334,O0035334,2025-09-10,2025-09-09,31.04,Delivered
D0035335,O0035335,2025-01-04,2025-01-12,87.03,Delivered
D0035336,O0035336,2025-06-20,2025-06-20,34.99,Delivered
D0035337,O0035337,2025-07-27,2025-07-29,160.5,Delivered
D0035338,O0035338,2025-12-29,2025-12-25,24.88,Cancelled
D0035339,O0035339,2025-09-02,2025-09-07,85.75,Delivered
D0035340,O0035340,2025-03-10,2025-03-09,85.16,Delivered
D0035341,O0035341,2025-03-21,2025-03-12,48.21,Delivered
D0035342,O0035342,2025-05-06,2025-05-01,35.54,Delivered
D0035343,O0035343,2025-06-04,2025-05-29,61.16,Delivered
D0035344,O0035344,2025-02-13,2025-02-10,35.63,Delivered
D0035345,O0035345,2025-10-20,2025-10-18,59.45,Delivered
D0035346,O0035346,2025-01-29,2025-02-05,37.67,Delivered
D0035347,O0035347,2025-02-02,2025-01-27,101.49,Delivered
D0035348,O0035348,2025-02-22,2025-02-27,28.68,Delivered
D0035349,O0035349,2025-02-24,2025-02-28,92.83,Delivered
D0035350,O0035350,2025-08-01,2025-07-31,55.15,Delivered
D0035351,O0035351,2025-10-30,2025-11-02,60.3,Cancelled
D0035352,O0035352,2025-12-19,2025-12-14,69.98,Delivered
D0035353,O0035353,2025-10-28,2025-11-06,29.71,Delivered
D0035354,O0035354,2025-09-15,2025-09-13,180.19,Delivered
D0035355,O0035355,2025-08-07,2025-08-07,60.92,Delivered
D0035356,O0035356,2025-05-02,2025-04-30,152.65,Delivered
D0035357,O0035357,2025-06-06,2025-06-02,59.77,Delivered
D0035358,O0035358,2025-11-20,2025-11-21,42.19,Delivered
D0035359,O0035359,2025-02-12,2025-02-11,174.04,Delivered
D0035360,O0035360,2025-11-06,2025-11-10,37.75,Delivered
D0035361,O0035361,2025-10-28,2025-11-01,43.7,In Transit
D0035362,O0035362,2025-01-27,2025-02-01,36.98,Delivered
D0035363,O0035363,2025-04-04,2025-04-04,62.44,Delivered
D0035364,O0035364,2025-05-01,2025-05-05,37.22,Delivered
D0035365,O0035365,2025-12-07,2025-12-14,32.62,Delivered
D0035366,O0035366,2025-06-16,2025-06-15,58.34,Delivered
D0035367,O0035367,2025-10-15,2025-10-22,127.51,Delivered
D0035368,O0035368,2025-08-12,2025-08-19,39.38,Delivered
D0035369,O0035369,2025-02-03,2025-01-31,96.82,Delivered
D0035370,O0035370,2025-09-04,2025-09-09,77.91,Delivered
D0035371,O0035371,2025-08-30,2025-08-21,124.76,Delivered
D0035372,O0035372,2025-11-17,2025-11-17,46.47,Delivered
D0035373,O0035373,2025-12-07,2025-12-11,54.88,Delivered
D0035374,O0035374,2025-08-11,2025-08-18,42.2,Delivered
D0035375,O0035375,2025-11-24,2025-11-20,82.54,Delivered
D0035376,O0035376,2025-02-24,2025-03-01,155.24,Delivered
D0035377,O0035377,2025-08-22,2025-08-19,127.96,Delivered
D0035378,O0035378,2025-08-07,2025-08-02,48.02,Delivered
D0035379,O0035379,2025-03-11,2025-03-05,63.62,Delivered
D0035380,O0035380,2025-07-26,2025-07-22,92.68,Delivered
D0035381,O0035381,2025-09-16,2025-09-16,84.69,Delivered
D0035382,O0035382,2025-06-04,2025-06-06,82.71,Delivered
D0035383,O0035383,2025-09-04,2025-09-06,148.73,Delivered
D0035384,O0035384,2025-10-07,2025-10-05,109.29,Delivered
D0035385,O0035385,2025-08-12,2025-08-12,76.81,In Transit
D0035386,O0035386,2025-06-02,2025-05-30,58.65,Delivered
D0035387,O0035387,2025-04-13,2025-04-14,73.64,Delivered
D0035388,O0035388,2025-09-05,2025-09-04,102.63,Cancelled
D0035389,O0035389,2025-12-01,2025-11-28,113.06,In Transit
D0035390,O0035390,2025-06-22,2025-06-27,92.88,Delivered
D0035391,O0035391,2025-07-10,2025-07-08,67.51,Delivered
D0035392,O0035392,2025-12-08,2025-12-07,26.21,Delivered
D0035393,O0035393,2025-04-24,2025-05-03,67.51,Delivered
D0035394,O0035394,2025-10-29,2025-11-02,39.32,Delivered
D0035395,O0035395,2025-04-14,2025-04-14,45.6,Delivered
D0035396,O0035396,2025-04-12,2025-04-17,48.13,Delivered
D0035397,O0035397,2025-04-22,2025-04-27,125.56,Delivered
D0035398,O0035398,2025-01-30,2025-01-28,41.45,Delivered
D0035399,O0035399,2025-06-21,2025-06-22,32.23,Delivered
D0035400,O0035400,2025-05-14,2025-05-15,151.45,Delivered
D0035401,O0035401,2025-04-04,2025-04-07,34.2,Delivered
D0035402,O0035402,2025-10-07,2025-10-19,50.08,In Transit
D0035403,O0035403,2025-07-17,2025-07-17,46.66,Delivered
D0035404,O0035404,2025-03-18,2025-03-15,37.44,Delivered
D0035405,O0035405,2025-03-21,2025-03-22,52.65,In Transit
D0035406,O0035406,2025-10-31,2025-11-07,57.27,Cancelled
D0035407,O0035407,2025-04-18,2025-04-22,103.71,Delivered
D0035408,O0035408,2025-06-03,2025-05-30,98.78,Delivered
D0035409,O0035409,2025-02-19,2025-02-14,51.62,Delivered
D0035410,O0035410,2025-10-27,2025-10-31,81.58,In Transit
D0035411,O0035411,2025-05-14,2025-05-19,83.15,Delivered
D0035412,O0035412,2025-09-19,2025-09-27,85.69,Delivered
D0035413,O0035413,2025-06-03,2025-06-13,46.97,In Transit
D0035414,O0035414,2025-10-25,2025-10-27,90.62,Delivered
D0035415,O0035415,2025-06-04,2025-06-02,50.78,Delivered
D0035416,O0035416,2025-11-30,2025-11-30,191.75,Delivered
D0035417,O0035417,2025-09-25,2025-09-28,35.03,Delivered
D0035418,O0035418,2025-07-01,2025-07-02,134.88,Delivered
D0035419,O0035419,2025-07-05,2025-06-30,41.55,Delivered
D0035420,O0035420,2025-08-22,2025-08-30,26.2,Delivered
D0035421,O0035421,2025-09-13,2025-09-19,33.78,Cancelled
D0035422,O0035422,2025-09-25,2025-09-27,164.41,Cancelled
D0035423,O0035423,2025-01-22,2025-01-14,45.72,Delivered
D0035424,O0035424,2025-04-10,2025-04-16,63.79,Delivered
D0035425,O0035425,2025-06-15,2025-06-18,198.56,Delivered
D0035426,O0035426,2025-07-18,2025-07-27,57.01,Delivered
D0035427,O0035427,2025-02-06,2025-02-12,68.88,Delivered
D0035428,O0035428,2025-03-19,2025-03-20,102.88,Delivered
D0035429,O0035429,2025-06-24,2025-06-20,29.87,In Transit
D0035430,O0035430,2025-06-18,2025-06-17,59.79,Delivered
D0035431,O0035431,2025-08-19,2025-08-14,22.47,Delivered
D0035432,O0035432,2025-01-31,2025-01-31,28.96,Delivered
D0035433,O0035433,2025-10-24,2025-10-30,90.81,Delivered
D0035434,O0035434,2025-04-25,2025-05-02,36.16,In Transit
D0035435,O0035435,2025-07-26,2025-07-24,55.32,Delivered
D0035436,O0035436,2025-12-17,2025-12-26,29.25,Delivered
D0035437,O0035437,2025-05-29,2025-05-21,64.33,Delivered
D0035438,O0035438,2025-05-05,2025-05-05,53.12,Delivered
D0035439,O0035439,2025-04-13,2025-04-08,179.27,In Transit
D0035440,O0035440,2025-08-31,2025-09-03,30.44,Delivered
D0035441,O0035441,2025-12-26,2025-12-20,135.82,Delivered
D0035442,O0035442,2025-08-03,2025-07-30,84.21,Delivered
D0035443,O0035443,2025-03-17,2025-03-24,76.65,Delivered
D0035444,O0035444,2025-12-20,2025-12-15,66.02,Cancelled
D0035445,O0035445,2025-01-25,2025-01-22,159.35,Delivered
D0035446,O0035446,2025-06-03,2025-06-10,34.85,Cancelled
D0035447,O0035447,2025-02-24,2025-02-28,58.33,Delivered
D0035448,O0035448,2025-01-16,2025-01-25,66.86,Delivered
D0035449,O0035449,2026-01-08,2026-01-06,63.35,Delivered
D0035450,O0035450,2025-02-09,2025-02-09,161.08,Cancelled
D0035451,O0035451,2025-12-06,2025-12-03,58.52,In Transit
D0035452,O0035452,2025-07-23,2025-07-21,236.48,Delivered
D0035453,O0035453,2025-05-03,2025-04-28,52.47,Delivered
D0035454,O0035454,2025-11-20,2025-11-26,148.89,Delivered
D0035455,O0035455,2025-01-07,2025-01-10,32.65,Delivered
D0035456,O0035456,2025-09-18,2025-09-23,50.84,Cancelled
D0035457,O0035457,2025-10-15,2025-10-23,53.92,Delivered
D0035458,O0035458,2025-05-18,2025-05-24,34.4,Delivered
D0035459,O0035459,2025-04-26,2025-04-29,52.3,In Transit
D0035460,O0035460,2025-01-13,2025-01-09,42.66,Delivered
D0035461,O0035461,2025-01-15,2025-01-15,231.09,Delivered
D0035462,O0035462,2025-01-21,2025-01-22,23.94,Delivered
D0035463,O0035463,2025-06-24,2025-06-22,49.76,Delivered
D0035464,O0035464,2025-07-16,2025-07-25,58.81,Delivered
D0035465,O0035465,2025-06-12,2025-06-13,54.01,Delivered
D0035466,O0035466,2025-09-24,2025-09-27,215.2,Delivered
D0035467,O0035467,2025-05-22,2025-05-18,90.65,Delivered
D0035468,O0035468,2025-10-24,2025-10-21,44.41,Delivered
D0035469,O0035469,2025-09-05,2025-09-10,113.56,Delivered
D0035470,O0035470,2025-12-16,2025-12-21,40.74,Delivered
D0035471,O0035471,2025-09-30,2025-09-26,30.93,Delivered
D0035472,O0035472,2025-02-20,2025-02-22,41.95,Cancelled
D0035473,O0035473,2025-07-30,2025-07-28,38.68,Delivered
D0035474,O0035474,2025-08-31,2025-09-09,54.42,Cancelled
D0035475,O0035475,2025-01-16,2025-01-15,54.78,Delivered
D0035476,O0035476,2025-01-27,2025-01-21,60.61,Delivered
D0035477,O0035477,2025-01-16,2025-01-17,121.78,Delivered
D0035478,O0035478,2025-03-13,2025-03-17,279.51,Delivered
D0035479,O0035479,2025-11-25,2025-11-30,68.72,Cancelled
