order_id,order_date,customer_id,product_id,warehouse_id,supplier_id,carrier_id,quantity,unit_price,order_value,status
O0058130,2025-11-09,C01207,P0194,W02,S036,T05,14,29.19,408.66,Delivered
O0058131,2025-05-09,C04766,P0273,W05,S003,T09,2,37.79,75.58,In Transit
O0058132,2025-06-21,C04893,P0345,W07,S057,T05,37,32.28,1194.36,Delivered
O0058133,2025-07-05,C04525,P0677,W04,S024,T15,45,28.11,1264.95,Delivered
O0058134,2025-01-25,C03736,P0181,W12,S020,T13,8,23.32,186.56,Delivered
O0058135,2025-04-20,C01388,P0535,W09,S052,T15,30,54.06,1621.8,Delivered
O0058136,2025-02-20,C03134,P0703,W03,S014,T14,46,23.9,1099.4,Delivered
O0058137,2025-08-12,C00984,P0734,W07,S042,T07,1,30.35,30.35,Delivered
O0058138,2025-09-15,C01856,P0007,W12,S074,T06,44,12.39,545.16,Delivered
O0058139,2025-01-03,C01878,P0889,W06,S056,T14,23,43.29,995.67,Delivered
O0058140,2025-01-03,C00729,P0530,W06,S021,T01,38,23.12,878.56,Delivered
O0058141,2025-10-26,C00419,P0263,W02,S074,T03,35,38.24,1338.4,In Transit
O0058142,2025-05-03,C01105,P0581,W09,S029,T14,1,27.91,27.91,In Transit
O0058143,2025-11-05,C04153,P0743,W05,S001,T05,13,26.24,341.12,Delivered
O0058144,2025-08-29,C02753,P0324,W03,S070,T05,18,15.16,272.88,In Transit
O0058145,2025-10-13,C02328,P0796,W06,S076,T12,16,43.74,699.84,Delivered
O0058146,2025-05-21,C04683,P0346,W12,S009,T13,36,21.67,780.12,Delivered
O0058147,2025-04-21,C00601,P0776,W11,S052,T05,9,30.23,272.07,Delivered
O0058148,2025-09-21,C00711,P0434,W12,S061,T09,33,28.19,930.27,Delivered
O0058149,2025-08-19,C02278,P0432,W05,S078,T01,18,28.86,519.48,Cancelled
O0058150,2025-07-28,C03474,P0213,W06,S072,T13,13,73.1,950.3,Delivered
O0058151,2025-05-14,C02759,P0190,W11,S015,T15,47,17.22,809.34,Delivered
O0058152,2025-08-13,C04310,P0245,W05,S049,T11,30,31.88,956.4,Cancelled
O0058153,2025-05-23,C01808,P0904,W08,S038,T06,14,16.89,236.46,Cancelled
O0058154,2025-11-21,C03474,P0154,W06,S055,T15,14,21.36,299.04,Delivered
O0058155,2025-09-16,C01576,P0599,W08,S012,T12,31,27.82,862.42,Cancelled
O0058156,2025-05-25,C01289,P0378,W04,S040,T10,46,35.94,1653.24,Delivered
O0058157,2025-11-04,C02213,P0170,W10,S025,T13,41,22.38,917.58,Delivered
O0058158,2025-01-26,C02923,P0586,W01,S058,T01,22,14.61,321.42,Delivered
O0058159,2025-10-31,C01251,P0684,W01,S025,T06,39,6.88,268.32,Delivered
O0058160,2025-06-01,C04792,P0205,W12,S023,T05,44,32.57,1433.08,Delivered
O0058161,2025-03-26,C01884,P0572,W02,S019,T07,6,17.65,105.9,Delivered
O0058162,2025-10-31,C02466,P0402,W02,S021,T11,39,25.87,1008.93,Delivered
O0058163,2025-08-29,C03529,P0766,W10,S038,T14,22,33.74,742.28,Delivered
O0058164,2025-01-28,C01585,P0990,W05,S056,T13,32,64.49,2063.68,Delivered
O0058165,2025-04-08,C04517,P0849,W03,S070,T14,8,10.62,84.96,Delivered
O0058166,2025-06-14,C03799,P0333,W10,S039,T05,20,33.72,674.4,Delivered
O0058167,2025-08-18,C00265,P0519,W04,S025,T11,39,16.52,644.28,Delivered
O0058168,2025-10-22,C01998,P0558,W01,S047,T04,28,17.11,479.08,Delivered
O0058169,2025-05-15,C04851,P0128,W02,S012,T04,3,14.73,44.19,Cancelled
O0058170,2025-10-23,C03807,P0288,W02,S065,T03,46,26.31,1210.26,Delivered
O0058171,2025-10-16,C02112,P0698,W04,S019,T02,20,8.9,178.0,In Transit
O0058172,2025-05-19,C04787,P0177,W10,S008,T13,41,24.66,1011.06,Delivered
O0058173,2025-12-09,C04222,P0383,W12,S052,T12,10,38.96,389.6,Delivered
O0058174,2025-12-11,C02556,P0015,W03,S055,T04,24,24.82,595.68,Delivered
O0058175,2025-04-16,C03297,P0361,W09,S040,T07,24,24.0,576.0,Delivered
O0058176,2025-07-23,C03555,P0139,W12,S039,T15,26,22.2,577.2,Delivered
O0058177,2025-11-14,C04119,P0083,W08,S060,T07,28,9.32,260.96,In Transit
O0058178,2025-07-16,C00806,P0953,W01,S045,T02,47,19.26,905.22,Delivered
O0058179,2025-09-28,C00775,P0812,W11,S062,T14,26,2.07,53.82,Delivered
O0058180,2025-10-19,C01869,P0236,W09,S030,T08,15,26.82,402.3,Delivered
O0058181,2025-07-26,C00628,P0133,W01,S059,T14,4,37.16,148.64,In Transit
O0058182,2025-05-12,C01049,P0678,W01,S053,T14,41,54.49,2234.09,Delivered
O0058183,2025-07-11,C00236,P0627,W02,S001,T12,16,15.01,240.16,Delivered
O0058184,2025-10-31,C04660,P0069,W02,S048,T03,45,24.41,1098.45,Delivered
O0058185,2025-04-27,C01089,P0119,W12,S001,T02,13,19.17,249.21,Delivered
O0058186,2025-11-05,C01311,P0940,W01,S031,T13,38,5.49,208.62,Delivered
O0058187,2025-03-16,C03227,P0095,W12,S057,T15,47,16.97,797.59,Delivered
O0058188,2025-06-18,C01704,P0703,W02,S069,T08,6,23.9,143.4,Delivered
O0058189,2025-01-31,C02515,P0045,W03,S027,T10,21,38.11,800.31,Delivered
O0058190,2025-11-08,C00075,P0375,W06,S054,T04,29,28.86,836.94,Delivered
O0058191,2025-09-18,C03328,P0659,W11,S007,T01,19,40.47,768.93,Delivered
O0058192,2025-02-13,C04720,P0473,W09,S015,T14,6,40.38,242.28,Delivered
O0058193,2025-03-23,C04863,P0968,W11,S034,T06,22,8.61,189.42,Delivered
O0058194,2025-07-12,C04590,P0095,W04,S033,T06,7,16.97,118.79,Delivered
O0058195,2025-06-30,C00806,P0415,W10,S054,T10,12,10.2,122.4,Delivered
O0058196,2025-02-11,C01185,P0613,W10,S009,T15,3,50.22,150.66,Delivered
O0058197,2025-11-21,C01109,P0818,W01,S012,T12,47,43.44,2041.68,Delivered
O0058198,2025-06-18,C04011,P0454,W10,S018,T10,15,29.73,445.95,Delivered
O0058199,2025-09-02,C01124,P0787,W07,S033,T09,39,25.92,1010.88,Delivered
O0058200,2025-10-02,C03528,P0858,W04,S013,T08,43,37.4,1608.2,Delivered
O0058201,2025-03-03,C03622,P0398,W12,S040,T11,31,13.82,428.42,Delivered
O0058202,2025-05-02,C04710,P0197,W12,S075,T14,17,57.46,976.82,In Transit
O0058203,2025-09-26,C00158,P0329,W08,S061,T04,33,38.53,1271.49,Delivered
O0058204,2025-10-10,C00624,P0769,W01,S061,T09,47,6.66,313.02,Delivered
O0058205,2025-03-20,C01685,P0791,W06,S036,T12,38,24.92,946.96,Delivered
O0058206,2025-04-27,C03677,P0454,W02,S004,T11,33,29.73,981.09,Delivered
O0058207,2025-10-12,C02746,P0990,W09,S036,T14,14,64.49,902.86,Delivered
O0058208,2025-05-06,C01604,P0469,W01,S024,T10,46,54.14,2490.44,In Transit
O0058209,2025-01-29,C00068,P0741,W03,S002,T15,47,17.49,822.03,Delivered
O0058210,2025-07-01,C00107,P0495,W05,S078,T01,34,53.43,1816.62,Delivered
O0058211,2025-02-21,C04661,P0904,W09,S033,T12,1,16.89,16.89,Delivered
O0058212,2025-08-05,C04997,P0975,W06,S022,T03,9,23.45,211.05,Delivered
O0058213,2025-12-07,C04809,P0508,W03,S014,T12,41,13.95,571.95,Delivered
O0058214,2025-02-06,C03680,P0024,W01,S043,T11,8,18.13,145.04,Delivered
O0058215,2025-04-13,C04108,P0744,W08,S008,T12,23,87.91,2021.93,Delivered
O0058216,2025-07-26,C02535,P0707,W05,S035,T02,49,19.6,960.4,Delivered
O0058217,2025-02-24,C02357,P0986,W06,S024,T05,45,71.09,3199.05,Delivered
O0058218,2025-07-15,C04829,P0350,W08,S071,T10,12,12.02,144.24,Delivered
O0058219,2025-03-20,C02924,P0553,W08,S063,T01,19,105.48,2004.12,Delivered
O0058220,2025-08-21,C03841,P0342,W05,S035,T09,48,20.68,992.64,Delivered
O0058221,2025-05-12,C00127,P0287,W04,S049,T04,5,39.8,199.0,In Transit
O0058222,2025-12-04,C00986,P0570,W08,S049,T02,9,46.71,420.39,Delivered
O0058223,2025-11-02,C04025,P0727,W09,S007,T05,26,30.04,781.04,Delivered
O0058224,2025-12-29,C02287,P0891,W05,S036,T03,9,55.51,499.59,Delivered
O0058225,2025-02-25,C00064,P0560,W07,S075,T05,41,24.31,996.71,Delivered
O0058226,2025-12-13,C03082,P0530,W12,S071,T10,1,23.12,23.12,Delivered
O0058227,2025-01-06,C03144,P0157,W08,S061,T14,38,103.17,3920.46,Delivered
O0058228,2025-03-21,C01419,P0469,W02,S001,T08,9,54.14,487.26,Delivered
O0058229,2025-11-12,C00448,P0912,W09,S073,T06,34,66.29,2253.86,Delivered
O0058230,2025-11-11,C02058,P0151,W05,S018,T12,29,22.25,645.25,Delivered
O0058231,2025-04-20,C03959,P0459,W06,S050,T01,18,25.15,452.7,Delivered
O0058232,2025-11-04,C00038,P0051,W02,S062,T14,25,27.68,692.0,In Transit
O0058233,2025-01-29,C02649,P0071,W01,S025,T08,5,18.39,91.95,In Transit
O0058234,2025-05-03,C02770,P0737,W03,S035,T06,31,20.44,633.64,Delivered
O0058235,2025-01-11,C00786,P0542,W08,S005,T14,8,29.99,239.92,In Transit
O0058236,2025-07-08,C02284,P0737,W02,S038,T15,9,20.44,183.96,Delivered
O0058237,2025-11-25,C00336,P0444,W07,S070,T04,14,27.96,391.44,Delivered
O0058238,2025-08-12,C01770,P0610,W07,S044,T07,28,19.84,555.52,Delivered
O0058239,2025-07-10,C01229,P0804,W10,S063,T07,33,12.61,416.13,Cancelled
O0058240,2025-03-14,C02506,P0256,W03,S012,T10,16,12.58,201.28,In Transit
O0058241,2025-08-11,C04846,P0470,W07,S039,T10,17,19.79,336.43,Delivered
O0058242,2025-04-29,C01107,P0037,W07,S011,T15,49,21.47,1052.03,Delivered
O0058243,2025-08-13,C00606,P0056,W10,S051,T07,42,11.84,497.28,Delivered
O0058244,2025-02-17,C02779,P0516,W04,S044,T03,16,22.19,355.04,In Transit
O0058245,2025-07-10,C02279,P0503,W07,S019,T12,24,17.2,412.8,Delivered
O0058246,2025-07-01,C00177,P0614,W04,S018,T06,1,32.99,32.99,Delivered
O0058247,2025-10-08,C01362,P0176,W05,S055,T01,11,28.49,313.39,In Transit
O0058248,2025-11-28,C03200,P0426,W06,S074,T12,50,22.91,1145.5,Delivered
O0058249,2025-11-27,C03311,P0427,W09,S011,T09,2,29.18,58.36,Delivered
O0058250,2025-05-05,C04100,P0149,W02,S048,T07,34,18.61,632.74,Delivered
O0058251,2025-08-22,C03834,P0813,W11,S041,T13,37,25.53,944.61,Delivered
O0058252,2025-08-27,C01943,P0451,W08,S079,T02,28,36.66,1026.48,Delivered
O0058253,2025-11-05,C04691,P0163,W12,S053,T04,22,13.82,304.04,Delivered
O0058254,2025-10-22,C02051,P0526,W02,S076,T06,47,118.14,5552.58,Delivered
O0058255,2025-01-04,C02329,P0159,W01,S060,T07,8,66.62,532.96,Delivered
O0058256,2025-10-20,C00709,P0690,W01,S068,T08,26,20.68,537.68,Delivered
O0058257,2025-06-25,C02312,P0639,W12,S006,T04,47,40.29,1893.63,Delivered
O0058258,2025-12-13,C04704,P0573,W12,S043,T10,16,25.01,400.16,In Transit
O0058259,2025-08-09,C01396,P0443,W02,S049,T06,25,61.33,1533.25,Delivered
O0058260,2025-05-22,C04951,P0893,W02,S035,T06,1,56.93,56.93,In Transit
O0058261,2025-03-15,C03738,P0006,W10,S038,T14,20,12.76,255.2,Delivered
O0058262,2025-12-13,C01069,P0095,W11,S016,T04,7,16.97,118.79,Delivered
O0058263,2025-02-28,C04962,P0439,W10,S030,T05,5,27.29,136.45,In Transit
O0058264,2025-02-02,C04184,P0648,W03,S037,T08,8,34.93,279.44,In Transit
O0058265,2025-02-19,C01783,P0947,W07,S044,T13,13,97.45,1266.85,Delivered
O0058266,2025-07-21,C04426,P0318,W02,S074,T14,48,14.06,674.88,Delivered
O0058267,2025-04-14,C03514,P0477,W09,S040,T11,39,18.88,736.32,Delivered
O0058268,2025-08-01,C00070,P0235,W07,S054,T13,15,17.6,264.0,Delivered
O0058269,2025-10-28,C03856,P0112,W07,S001,T10,43,26.64,1145.52,In Transit
O0058270,2025-04-17,C04395,P0086,W08,S018,T14,11,17.54,192.94,Delivered
O0058271,2025-01-11,C04071,P0695,W12,S041,T14,44,25.14,1106.16,Delivered
O0058272,2025-05-12,C02300,P0239,W07,S048,T15,19,17.02,323.38,Delivered
O0058273,2025-08-08,C03024,P0468,W02,S022,T01,1,37.71,37.71,In Transit
O0058274,2025-09-23,C03775,P0764,W02,S072,T14,31,14.86,460.66,Delivered
O0058275,2025-01-25,C02029,P0770,W07,S066,T05,47,32.89,1545.83,Delivered
O0058276,2025-11-17,C01979,P0894,W12,S041,T13,44,9.44,415.36,Delivered
O0058277,2025-08-05,C02956,P0197,W03,S073,T09,25,57.46,1436.5,Delivered
O0058278,2025-06-25,C00086,P0710,W09,S048,T13,38,6.48,246.24,In Transit
O0058279,2025-04-03,C00503,P0959,W04,S032,T15,42,65.67,2758.14,Delivered
O0058280,2025-12-16,C04303,P0723,W08,S058,T08,38,21.41,813.58,Delivered
O0058281,2025-02-27,C04850,P0002,W05,S037,T02,36,32.28,1162.08,In Transit
O0058282,2025-06-13,C02235,P0320,W06,S009,T14,43,8.45,363.35,Delivered
O0058283,2025-06-20,C00781,P0881,W01,S053,T14,38,9.8,372.4,Delivered
O0058284,2025-07-19,C00613,P0335,W02,S050,T14,39,36.54,1425.06,Delivered
O0058285,2025-03-26,C01091,P0063,W03,S030,T12,14,45.22,633.08,Delivered
O0058286,2025-12-11,C01945,P0757,W04,S024,T09,17,17.91,304.47,Delivered
O0058287,2025-05-19,C02994,P0308,W06,S055,T02,42,13.7,575.4,Delivered
O0058288,2025-09-17,C01422,P0221,W04,S067,T09,46,47.53,2186.38,Delivered
O0058289,2025-08-20,C02698,P0350,W02,S045,T12,25,12.02,300.5,Delivered
O0058290,2025-03-16,C03402,P0228,W07,S025,T07,41,28.3,1160.3,Delivered
O0058291,2025-12-08,C00330,P0859,W02,S079,T14,20,37.46,749.2,In Transit
O0058292,2025-06-17,C02810,P0904,W06,S042,T08,40,16.89,675.6,Delivered
O0058293,2025-08-14,C02801,P0669,W02,S031,T06,24,28.32,679.68,Cancelled
O0058294,2025-08-24,C03588,P0658,W06,S020,T10,21,20.56,431.76,Delivered
O0058295,2025-07-05,C03325,P0093,W09,S023,T05,39,21.09,822.51,Delivered
O0058296,2025-08-21,C04842,P0735,W02,S080,T08,16,44.66,714.56,Delivered
O0058297,2025-07-23,C02398,P0018,W11,S001,T11,38,74.53,2832.14,Delivered
O0058298,2025-09-28,C01197,P0335,W11,S045,T09,13,36.54,475.02,In Transit
O0058299,2025-06-22,C02887,P0127,W04,S015,T07,30,46.0,1380.0,In Transit
O0058300,2025-10-24,C00893,P0535,W02,S008,T15,44,54.06,2378.64,Delivered
O0058301,2025-07-25,C00580,P0597,W09,S076,T07,7,18.64,130.48,Delivered
O0058302,2025-12-31,C03336,P0165,W03,S052,T14,26,25.87,672.62,Delivered
O0058303,2025-07-28,C04487,P0318,W07,S003,T08,2,14.06,28.12,Delivered
O0058304,2025-08-04,C02824,P0242,W02,S016,T06,50,12.38,619.0,Delivered
O0058305,2025-06-29,C04970,P0988,W12,S001,T14,12,31.36,376.32,Delivered
O0058306,2025-05-26,C02793,P0140,W07,S012,T12,48,8.92,428.16,Delivered
O0058307,2025-10-15,C03072,P0796,W06,S023,T12,13,43.74,568.62,Delivered
O0058308,2025-08-20,C03168,P0266,W05,S009,T05,38,40.28,1530.64,Delivered
O0058309,2025-05-23,C02751,P0130,W08,S046,T14,36,14.68,528.48,Delivered
O0058310,2025-10-22,C01330,P0196,W11,S061,T12,19,58.29,1107.51,Delivered
O0058311,2025-02-09,C03504,P0021,W11,S027,T09,26,39.3,1021.8,Delivered
O0058312,2025-01-23,C02693,P0219,W02,S002,T08,10,12.79,127.9,Delivered
O0058313,2025-08-23,C04425,P0373,W09,S032,T06,50,21.4,1070.0,In Transit
O0058314,2025-06-17,C00713,P0609,W06,S055,T06,23,38.81,892.63,In Transit
O0058315,2025-10-18,C00923,P0696,W01,S072,T12,10,28.41,284.1,Delivered
O0058316,2025-08-31,C03178,P0957,W10,S073,T06,2,52.66,105.32,In Transit
O0058317,2025-10-12,C02484,P0453,W06,S039,T03,47,28.1,1320.7,Cancelled
O0058318,2025-04-07,C02009,P0045,W07,S075,T15,50,38.11,1905.5,Delivered
O0058319,2025-04-03,C02024,P0025,W01,S011,T01,34,104.43,3550.62,In Transit
O0058320,2025-04-02,C03291,P0842,W02,S063,T08,11,36.21,398.31,In Transit
O0058321,2025-08-25,C00801,P0211,W12,S006,T14,43,37.02,1591.86,In Transit
O0058322,2025-09-04,C02410,P0143,W08,S073,T15,46,18.37,845.02,Delivered
O0058323,2025-12-31,C02060,P0283,W02,S018,T05,5,33.78,168.9,Delivered
O0058324,2025-03-21,C02812,P0428,W10,S011,T05,50,25.92,1296.0,Delivered
O0058325,2025-02-08,C04391,P0757,W10,S002,T02,49,17.91,877.59,Delivered
O0058326,2025-12-16,C00209,P0495,W01,S059,T09,28,53.43,1496.04,Delivered
O0058327,2025-07-10,C00569,P0156,W05,S071,T10,32,8.34,266.88,Cancelled
O0058328,2025-05-14,C02390,P0196,W09,S063,T09,1,58.29,58.29,Delivered
O0058329,2025-04-22,C00906,P0305,W12,S031,T14,22,22.71,499.62,Delivered
O0058330,2025-11-19,C02792,P0487,W05,S048,T14,40,18.31,732.4,Delivered
O0058331,2025-10-16,C03208,P0550,W10,S022,T11,13,4.61,59.93,In Transit
O0058332,2025-03-05,C04863,P0875,W03,S027,T11,46,27.3,1255.8,Delivered
O0058333,2025-04-29,C01063,P0580,W12,S050,T12,50,30.95,1547.5,Cancelled
O0058334,2025-11-14,C00851,P0867,W02,S004,T12,22,70.5,1551.0,Delivered
O0058335,2025-09-25,C00868,P0103,W09,S077,T09,43,11.14,479.02,Delivered
O0058336,2025-10-25,C03729,P0311,W05,S031,T11,27,35.85,967.95,Delivered
O0058337,2025-02-28,C04619,P0037,W06,S035,T02,9,21.47,193.23,Delivered
O0058338,2025-07-31,C01560,P0394,W10,S050,T13,48,25.43,1220.64,Delivered
O0058339,2025-01-25,C02200,P0718,W10,S072,T09,28,18.01,504.28,Delivered
O0058340,2025-06-14,C04937,P0937,W04,S011,T03,47,8.43,396.21,In Transit
O0058341,2025-02-07,C01072,P0394,W07,S078,T03,19,25.43,483.17,Delivered
O0058342,2025-04-08,C00251,P0403,W02,S006,T06,32,12.92,413.44,Delivered
O0058343,2025-04-06,C02532,P0003,W07,S027,T07,44,26.58,1169.52,Delivered
O0058344,2025-03-10,C02805,P0348,W03,S037,T09,36,52.88,1903.68,Delivered
O0058345,2025-11-07,C00336,P0865,W07,S010,T14,23,41.49,954.27,Delivered
O0058346,2025-05-16,C02885,P0766,W12,S078,T13,25,33.74,843.5,Delivered
O0058347,2025-02-24,C01165,P0026,W05,S066,T09,49,108.37,5310.13,In Transit
O0058348,2025-12-27,C00685,P0407,W05,S038,T05,6,37.12,222.72,Delivered
O0058349,2025-01-13,C02850,P0357,W10,S072,T04,31,10.92,338.52,Delivered
O0058350,2025-02-24,C04308,P0897,W12,S050,T13,24,24.69,592.56,Cancelled
O0058351,2025-11-08,C00909,P0929,W06,S080,T03,1,20.58,20.58,Delivered
O0058352,2025-06-14,C00736,P0550,W12,S059,T14,26,4.61,119.86,Delivered
O0058353,2025-05-17,C04618,P0341,W08,S035,T14,10,23.87,238.7,In Transit
O0058354,2025-04-22,C04033,P0927,W10,S080,T06,46,29.87,1374.02,Delivered
O0058355,2025-08-03,C01223,P0643,W03,S058,T13,14,9.69,135.66,Delivered
O0058356,2025-05-11,C01460,P0620,W02,S023,T06,40,35.58,1423.2,Delivered
O0058357,2025-01-31,C01432,P0994,W10,S006,T02,38,19.21,729.98,Delivered
O0058358,2025-12-18,C02184,P0438,W11,S061,T06,38,68.73,2611.74,Cancelled
O0058359,2025-11-28,C03538,P0109,W06,S075,T14,41,11.37,466.17,Delivered
O0058360,2025-03-06,C03919,P0833,W02,S010,T03,46,29.24,1345.04,Delivered
O0058361,2025-07-04,C04331,P0395,W06,S029,T04,22,31.74,698.28,Delivered
O0058362,2025-06-15,C04969,P0216,W02,S038,T02,15,8.79,131.85,In Transit
O0058363,2025-02-02,C00414,P0372,W10,S008,T09,35,21.94,767.9,Delivered
O0058364,2025-05-26,C03287,P0693,W04,S055,T12,11,69.52,764.72,Delivered
O0058365,2025-08-20,C02785,P0096,W10,S001,T08,5,44.35,221.75,Cancelled
O0058366,2025-02-07,C04477,P0306,W04,S034,T06,10,41.02,410.2,Delivered
O0058367,2025-05-14,C03669,P0339,W11,S066,T06,49,9.96,488.04,Delivered
O0058368,2025-04-02,C04149,P0969,W05,S079,T03,44,7.57,333.08,Delivered
O0058369,2025-05-09,C04326,P0372,W01,S079,T03,7,21.94,153.58,In Transit
O0058370,2025-08-18,C04034,P0175,W04,S030,T11,20,11.61,232.2,Delivered
O0058371,2025-05-29,C00439,P0964,W01,S007,T11,48,24.5,1176.0,Delivered
O0058372,2025-10-08,C03107,P0499,W05,S031,T08,14,9.23,129.22,Delivered
O0058373,2025-07-05,C04974,P0088,W07,S035,T09,15,16.15,242.25,Delivered
O0058374,2025-09-10,C02316,P0595,W05,S015,T03,26,17.55,456.3,In Transit
O0058375,2025-08-15,C00496,P0859,W01,S042,T08,19,37.46,711.74,Delivered
O0058376,2025-10-26,C00236,P0915,W04,S012,T07,32,8.59,274.88,In Transit
O0058377,2025-02-23,C04016,P0425,W08,S036,T12,13,33.67,437.71,Delivered
O0058378,2025-12-28,C04265,P0783,W01,S050,T14,5,40.19,200.95,Delivered
O0058379,2025-10-03,C00739,P0007,W10,S049,T14,16,12.39,198.24,Delivered
O0058380,2025-03-14,C04794,P0768,W08,S012,T05,19,12.08,229.52,Delivered
O0058381,2025-01-10,C03087,P0347,W06,S037,T06,22,14.66,322.52,In Transit
O0058382,2025-01-10,C01633,P0674,W06,S051,T02,16,25.05,400.8,Delivered
O0058383,2025-09-13,C01701,P0177,W02,S075,T13,37,24.66,912.42,In Transit
O0058384,2025-06-04,C01165,P0588,W03,S064,T01,38,10.9,414.2,Delivered
O0058385,2025-03-08,C01701,P0365,W08,S054,T14,28,15.17,424.76,Delivered
O0058386,2025-04-26,C00566,P0116,W03,S030,T13,44,53.56,2356.64,Delivered
O0058387,2025-06-13,C01852,P0777,W06,S078,T01,19,12.28,233.32,Delivered
O0058388,2025-01-16,C00776,P0825,W01,S008,T11,10,27.85,278.5,Delivered
O0058389,2025-07-24,C03598,P0889,W07,S036,T02,1,43.29,43.29,In Transit
O0058390,2025-01-14,C03617,P0309,W05,S025,T13,48,40.81,1958.88,In Transit
O0058391,2025-08-25,C01940,P0150,W11,S023,T11,11,7.64,84.04,Delivered
O0058392,2025-01-23,C04980,P0287,W10,S006,T04,28,39.8,1114.4,Delivered
O0058393,2025-10-16,C04668,P0835,W05,S063,T08,40,45.43,1817.2,In Transit
O0058394,2025-04-03,C03828,P0812,W12,S006,T09,28,2.07,57.96,Delivered
O0058395,2025-07-08,C00997,P0655,W12,S033,T06,28,16.89,472.92,Delivered
O0058396,2025-05-21,C02418,P0321,W12,S022,T05,46,58.91,2709.86,Delivered
O0058397,2025-11-18,C00026,P0009,W09,S012,T10,20,15.79,315.8,In Transit
O0058398,2025-10-17,C00262,P0245,W08,S058,T04,44,31.88,1402.72,Delivered
O0058399,2025-12-15,C00878,P0466,W04,S041,T06,24,33.84,812.16,In Transit
O0058400,2025-09-19,C03452,P0686,W07,S035,T04,36,103.32,3719.52,Cancelled
O0058401,2025-12-23,C04796,P0796,W10,S037,T03,41,43.74,1793.34,Delivered
O0058402,2025-03-24,C00105,P0286,W11,S036,T08,11,410.79,4518.69,In Transit
O0058403,2025-04-27,C03206,P0643,W02,S031,T06,47,9.69,455.43,Delivered
O0058404,2025-10-23,C02307,P0910,W03,S023,T10,39,58.28,2272.92,In Transit
O0058405,2025-01-12,C03073,P0083,W02,S055,T07,9,9.32,83.88,Delivered
O0058406,2025-03-07,C02123,P0398,W05,S025,T11,24,13.82,331.68,Delivered
O0058407,2025-09-19,C04888,P0700,W05,S044,T08,13,25.4,330.2,Delivered
O0058408,2025-05-26,C01227,P0486,W05,S008,T04,28,73.41,2055.48,In Transit
O0058409,2025-04-02,C02267,P0234,W01,S064,T11,23,77.43,1780.89,Delivered
O0058410,2025-04-21,C03504,P0115,W12,S015,T05,39,24.19,943.41,In Transit
O0058411,2025-10-08,C01565,P0900,W07,S018,T15,46,17.57,808.22,Delivered
O0058412,2025-06-25,C04933,P0099,W05,S011,T11,13,14.58,189.54,Delivered
O0058413,2025-01-02,C00051,P0827,W06,S023,T02,36,14.53,523.08,In Transit
O0058414,2025-07-08,C03122,P0308,W06,S064,T14,23,13.7,315.1,Delivered
O0058415,2025-10-11,C01396,P0216,W07,S074,T01,18,8.79,158.22,Delivered
O0058416,2025-03-02,C00574,P0797,W06,S075,T11,12,16.62,199.44,Delivered
O0058417,2025-01-26,C02388,P0955,W07,S042,T07,29,66.2,1919.8,Delivered
O0058418,2025-08-18,C02983,P0041,W05,S068,T07,32,36.73,1175.36,Delivered
O0058419,2025-11-17,C00008,P0752,W01,S001,T08,23,46.55,1070.65,Delivered
O0058420,2025-01-26,C03165,P0883,W01,S012,T11,5,18.9,94.5,Delivered
O0058421,2025-08-26,C04306,P0623,W03,S058,T10,20,81.97,1639.4,Delivered
O0058422,2025-10-12,C00038,P0102,W12,S002,T01,37,9.14,338.18,Delivered
O0058423,2025-03-01,C02735,P0817,W03,S029,T08,15,21.51,322.65,In Transit
O0058424,2025-04-06,C04821,P0900,W01,S062,T01,33,17.57,579.81,Delivered
O0058425,2025-07-05,C04396,P0045,W09,S025,T04,47,38.11,1791.17,Delivered
O0058426,2025-08-11,C02363,P0291,W06,S063,T14,5,21.12,105.6,Delivered
O0058427,2025-07-04,C03546,P0078,W11,S039,T13,32,71.14,2276.48,Delivered
O0058428,2025-03-09,C01548,P0828,W03,S069,T13,13,51.09,664.17,Cancelled
O0058429,2025-11-17,C03133,P0720,W01,S064,T12,5,19.55,97.75,Delivered
O0058430,2025-06-03,C00697,P0188,W02,S065,T09,50,9.15,457.5,Delivered
O0058431,2025-07-14,C03554,P0122,W03,S014,T05,34,14.21,483.14,Delivered
O0058432,2025-07-15,C02326,P0742,W12,S045,T02,21,112.95,2371.95,Delivered
O0058433,2025-07-20,C03700,P0686,W07,S011,T05,11,103.32,1136.52,In Transit
O0058434,2025-04-16,C04048,P0106,W04,S009,T12,13,20.42,265.46,Delivered
O0058435,2025-04-27,C02004,P0482,W11,S039,T14,21,41.83,878.43,Delivered
O0058436,2025-02-20,C01468,P0348,W01,S012,T12,31,52.88,1639.28,Delivered
O0058437,2025-09-23,C03588,P0164,W01,S060,T07,44,74.78,3290.32,In Transit
O0058438,2025-04-25,C01924,P0368,W09,S046,T11,30,22.84,685.2,Delivered
O0058439,2025-01-19,C04336,P0011,W05,S076,T06,25,38.63,965.75,In Transit
O0058440,2025-01-17,C02345,P0592,W12,S064,T11,8,34.78,278.24,Delivered
O0058441,2025-12-20,C03758,P0303,W10,S070,T08,18,4.49,80.82,Delivered
O0058442,2025-06-06,C04736,P0004,W04,S006,T02,48,31.94,1533.12,Delivered
O0058443,2025-08-10,C03374,P0080,W05,S004,T11,18,8.73,157.14,Delivered
